Company Name,Website,Location,City,State/Province,Country,Booth,Hall,Description
Kentucky Trailer Specialty Vehicles,https://www.KTSV.com,"Wixom, MI, United States",Wixom,MI,United States,7757,Hall DE,
Kitron,https://www.kitron.com,"Johnstown, PA, United States",Johnstown,PA,United States,7141,Hall DE,"Kitron is a leading Scandinavian Electronics Manufacturing Services (EMS) company, delivering improved flexibility, cost efficiency, and innovation power through the value chain. With more than 2400 highly skilled employees, we manufacture and deliver everything from fully assembled electronic circuit boards to complete end products for customers globally."
KNDS Deutschland GmbH & Co. KG,https://www.knds.com,USA,,,USA,751,Hall ABC,"KNDS forms a Group of more than 10,000 employees, with a 2024 turnover of 3.8 billion euro, an order backlog of around 23.5 billion euro and incoming orders of 11.2 billion euro. KNDS headquarters are based in Amsterdam."
Knight's Armament Company,https://www.knightarmco.com,"Titusville, FL, United States",Titusville,FL,United States,7707,Hall DE,"Knight’s Armament Company was founded by C. Reed Knight Jr. in 1974, and has developed into a leading enterprise in the field of enhancing user lethality. Our mission is to produce exceptional and innovative products while maintaining an unwavering commitment to value, quality, and client services."
"Kollmorgen, A Regal Rexnord Brand",https://www.kollmorgen.com,"Radford, VA, United States",Radford,VA,United States,567,Hall ABC,"Regal Rexnord is the ideal partner for solving the most difficult A&D motion challenges. Our family of brands deliver superior performance in the most severe conditions wherever duty calls. Our motion design expertise makes extraordinary surveillance, defense and weapon systems possible."
Kongsberg Defense & Aerospace,https://www.kongsberg.com/kda,"Alexandria, VA, United States",Alexandria,VA,United States,1649,Hall ABC,"Two centuries of innovation, transformation and delivering results has made KONGSBERG a recognized global technology leader and a leading supplier within defense, surveillance, space, aerostructures and MRO. We take pride in developing advanced solutions and of strategic importance worldwide."
Kontron,https://www.kontron.com/en/industries/defense,"Jeff Berger, VP, USA",Jeff Berger,VP,USA,351,Hall ABC,"Kontron Americas delivers rugged, SOSA-aligned embedded computing systems for defense and aerospace. From VPX boards to mission computers, our ITAR-compliant solutions support unmanned systems, secure comms, and ISR. Backed by U.S.-based manufacturing through Nextek, we enable faster integration, long lifecycle support, and mission-ready performance. Learn more at www.kontron.com."
Kord Defence Pty Ltd,https://www.kord.business,United States,,,United States,525,Hall ABC,"Kord develops and provides world-leading, programmable, push-button control systems that are smart, simple, and intuitive, so that soldiers can keep “head up, eyes on target, hands on weapon”, thereby enhancing their overall performance, lethality and safety."
Korea Defense Industry Association (KDIA),https://kdia.or.kr/resource/KDIA/html/index.html,"Min Hyeon Yoon, St",Min Hyeon Yoon,,St,7519,Hall DE,"Korea Defense Industry Association is a unique association of defense industries of South Korea. KDIA supports its members through working closely with the Korean Government. KDIA is actively carrying out various tasks within the Korean defense industry, and aims to provide support in all directions, benefitting its 750+ member companies."
Korea Defense Industry Corp.,https://koreadefenseindustry.com/eng/,USA,,,USA,7519,Hall DE,"Korea D efense I ndustry Corp. was established in November 2020. KDI is a major defense company in Korea that supplies Korea army and government. Representatively, KDI is specialized in Wide Area Suppression Rocket system and Fuzes."
"Kratos Defense & Security Solutions, Inc.",https://www.kratosdefense.com,"San Diego, CA, United States",San Diego,CA,United States,3615,Hall ABC,
Kraus Hamdani Aerospace,https://www.khaero.com,"Emeryville, CA, United States",Emeryville,CA,United States,550,Hall ABC,"Kraus Hamdani Aerospace delivers AI-powered aerial technologies for the most critical missions—when communications fail, when infrastructure breaks down, and when seconds matter?. Our solutions combine the world’s longest-endurance 100% electric UAS, resilient self-healing communications, and regenerative AI to coordinate autonomous missions across sea, land, and air."
KRH,https://www.krhkw.com/,USA,,,USA,2743,Hall ABC,"Operating since 1991, KRH is a trusted partner offering integrated staffing solutions, life support, and engineering services. Operating in seven countries, we specialize in rapid, sustainable deployments for various industries, ensuring seamless operations and success. KRH is committed to excellence and reliability in all services"
Kymeta Corporation,https://www.kymetacorp.com,"Redmond, WA, United States",Redmond,WA,United States,1367,Hall ABC,"Kymeta leverages cutting-edge metamaterial-based science to engineer, manufacture and deliver resilient multi-orbit and multi-network connectivity and enhanced situational awareness for critical, mobile applications."
L3Harris Techonologies,https://www.l3harris.com/,"Melbourne, FL, United States",Melbourne,FL,United States,2425,Hall ABC,"L3Harris Technologies is the Trusted Disruptor in the defense industry. With customers’ mission-critical needs always in mind, our employees deliver end-to-end technology solutions connecting the space, air, land, sea and cyber domains in the interest of national security. Visit L3Harris.com for more information."
"Laser Shot, Inc.",https://www.lasershot.com,"Stafford, TX, United States",Stafford,TX,United States,119,Hall ABC,
LCR Embedded Systems,https://www.lcrembeddedsystems.com/,"LC, USA",,LC,USA,1667,Hall ABC,"LCR Embedded Systems designs, develops, and manufactures integrated systems, chassis and backplanes for the defense and aerospace markets. For over 35 years LCR has been a proven and reliable supplier of mission critical systems to US defense programs."
Leading Technology Composites,https://www.ltc-ltc.com,"Dean Richardson, VP, USA",Dean Richardson,VP,USA,1361,Hall ABC,
Leonardo DRS,https://www.leonardodrs.com,"Arlington, VA, United States",Arlington,VA,United States,703,Hall ABC,"Leonardo DRS is at the forefront of developing transformative defense technologies using its proven agility and delivering innovative solutions for U.S. national security customers and allies worldwide. We specialize in rapidly providing high-performance, multi-domain capabilities across next-generation advanced sensing, network computing, force protection, and electric power and propulsion."
Li-S Energy Limited,https://www.lis.energy,United States,,,United States,525,Hall ABC,"Li-S Energy is a world-leading Australian company that develops and manufactures lightweight, rechargeable lithium sulfur and lithium metal battery cells. By dramatically reducing cell weight per KWh, compared to lithium ion, our cells are ideal for applications like drones, electric aviation, and defence, where efficiency and weight are essential."
LifeStraw,https://lifestraw.com,"Baltimore, MD 21230",Baltimore,,MD 21230,7027,Hall DE,"We design simple, and functional products that provide the highest protection from unsafe water based on where and how they will be used. We also take our responsibility to people and planet seriously. For every product sold, a child in need receives access to safe water for an entire year."
"LiteFighter Systems, LLC",https://www.litefighter.com,"Canton, GA, United States",Canton,GA,United States,8341,Hall DE,"LiteFighter is a family-owned, VA-certified, service-disabled, veteran-owned small business that provides rugged, lightweight, versatile, and highly mobile individual shelter systems and tactical gear for the US Military and the outdoor camping community. We are the Future of Fieldcraft."
LKD Aerospace,https://www.ikdaero.com,"LK, USA",,LK,USA,3703,Hall ABC,"LKD Aerospace is dedicated to help OEMs and customers successfully connect in a crowded marketplace. Our mission is to expand these possibilities through technical sales experience, aggressive promotion and a rock-solid aerospace infrastructure"
LMI,https://lmisolutions.com,"LM, USA",,LM,USA,1817,Hall ABC,"LMI is a new breed of digital solutions provider dedicated to accelerating government impact with innovation and speed. Investing in technology and prototypes ahead of need, LMI brings commercial-grade platforms and mission-ready AI to federal agencies at commercial speed."
LMT Defense,https://www.lmtdefense.com,"LM, USA",,LM,USA,1855,Hall ABC,"LMT Defense is a small arms defense manufacturer of legacy/next generation fighting carbines, designated marksman rifles, grenade launchers, shoulder fired and belt fed weapon suppressors. Our top notch engineering and production team have supplied the US DoD, UK MoD, NZDF, EDF and many other military clients domestically and world wide."
Lockheed Martin Corporation,https://www.lockheedmartin.com/,"Arlington, VA, United States",Arlington,VA,United States,6013,Hall DE,Lockheed Martin is a global defense technology company driving innovation and advancing scientific discovery. Our all-domain mission solutions and 21st Century Security® vision accelerate the delivery of transformative technologies to ensure those we serve always stay ahead of ready. More information at lockheedmartin.com.
LRAD by Genasys,https://www.genasys.com/lrad-solutions/,"LR, USA",,LR,USA,1861,Hall ABC,"LRAD by Genasys systems deliver live or recorded voice messages with exceptional clarity and intelligibility for any operational scenario, providing the ability to communicate at safe distances, establish safety perimeters, and escalate the use of non-lethal force."
Lumibird,https://www.lumibird.us,"Bozeman, MT, United States",Bozeman,MT,United States,3703,Hall ABC,"With more than 25 years of experience and expertise in 3 key technologies – solid-state lasers, laser diodes and fiber lasers – Lumibird designs, manufactures and supplies high performance lasers for defense, scientific, industrial, and medical applications and systems."
Lynred USA,https://www.lynred-usa.com/,"Fairfield, NJ, United States",Fairfield,NJ,United States,515,Hall ABC,"Lynred is a global leader in designing and manufacturing high quality infrared technologies for aerospace, defense, and commercial markets. It has a vast portfolio of infrared sensors that covers the entire electromagnetic spectrum from near to far infrared. Its products are at the center of multiple military programs and applications."
"Mack Defense, LLC",https://www.mackdefense.com,"Allentown, PA, United States",Allentown,PA,United States,8333,Hall DE,"Mack Defense, a wholly-owned subsidiary of Mack Trucks is responsible for the sale of heavy duty trucks to federal and ministerial-level customers globally. Focused in the medium to heavy-duty tactical wheeled-vehicle solutions including the M917A3 Heavy Dump Truck program."
Macquarie University,https://www.mq.edu.au/,Australia,,,Australia,525,Hall ABC,Macquarie University has a strong record of innovation. We helped develop the technology that underpins modern WiFi systems and are uniquely involved in the development of cutting-edge technologies with our partners. Our research is transforming Australia’s defence capabilities.
MAG,https://www.magaero.com,"MA, United States",,MA,United States,7702,Hall DE,"MAG is a leader in delivering Command, Control, Communication, Computers, Cyber, Intelligence, Surveillance and Reconnaissance (C5ISR) services at the Edge with Premier Engineering and Operational Solutions around the world. We rapidly deliver defense technology solutions in multi-source, all-domain, decision superiority market, for more information, please visit www.magaero.com"
MANTECH,https://www.mantech.com,"Herndon, VA, United States",Herndon,VA,United States,7541,Hall DE,"MANTECH provides mission-focused technology solutions and services for U.S. Defense, Intelligence and Federal Civilian agencies. In business for more than 57 years, we are a leading provider of AI, full-spectrum cyber, data collection & analytics, enterprise IT, high-end engineering and software application development solutions that support national and homeland security."
Marathon Targets,https://www.marathon-targets.com,"Huntsville, AL, United States",Huntsville,AL,United States,1161,Hall ABC,"Marathon’s mission is ‘Lethality Today’ & ‘ZIRM’ - Zero Infrastructure Range Modernization. NDAA calls ARTs a “Vast improvement to training modality over existing systems and value added in all training events.” AI-driven robots look, move and behave like real people; shoot and they scatter. Robot Rifle Qualification, any range anytime."
Maris Tech,https://www.maris-tech.com,USA,,,USA,2154,Hall ABC,"Maris-Tech delivers advanced video and AI-powered edge computing solutions in ultra-compact, lightweight, and low-power designs. Our systems support video capture, encoding, streaming, recording, and real-time AI analytics. Deployed in situational awareness, unmanned vehicles, intelligence gathering, and tactical platforms, Maris-Tech empowers mission-critical operations with reliable, field-proven performance."
Marotta Controls,https://www.marotta.com,"Montville, NJ, United States",Montville,NJ,United States,4213,Hall ABC,"With over 80 years of Aerospace & Defense experience Marotta Controls has become a leading supplier for next-generation defense platforms. Capabilities include design, development, qualification, test & manufacturing, all completed on-site in its recently modernized and expanded facility. Technologies include control actuation systems, power conversion, and advanced electronic motor controls."
Marvin Land Systems,https://www.marvingroup.com,"Inglewood, CA, United States",Inglewood,CA,United States,343,Hall ABC,"Marvin Land Systems (MLS) is a supplier of military and defense products. MLS designs, develops and manufactures Environmental Control Units, NBC Systems, Auxiliary Power Units and Cooling Fans for Tactical Vehicles and Tanks. MLS with its 70,000SF space has the state of the art technologies in design, assembly and testing"
Masperotech S.r.l.,https://www.maspero.it,Italy,,,Italy,540,Hall ABC,"Masperotech has over 100 years of experience in the hot forging of non-ferrous alloys, including aluminium, copper (brass, AluBronze, CuNi, and Monel), and titanium. We specialise in the production of small and medium series components tailored to demanding applications across multiple industries, such as defence, railway, racing, naval and electromechanical."
"MaxVision, Rugged Portable Computers",https://www.maxvision.com,"Madison, AL, United States",Madison,AL,United States,2148,Hall ABC,"Rugged Portable Computers (dba MaxVision®) specializes in ruggedizing the industry's best Commercial-Off-The-Shelf (COTS) technology to create the fastest rugged portable computers in the industry which include deployable storage/servers and multi-screen workstations. Our designs provide competitive pricing of COTS technology, built rugged for extreme environments."
MBDA Inc.,https://www.mbdainc.com,"Arlington, VA, United States",Arlington,VA,United States,3931,Hall ABC,"MBDA provides missile systems and operates in the United States through MBDA Incorporated, under a SSA with the U.S. Department of Defense. An independent Board of Directors governs MBDA Inc. to ensure freedom from outside influence and compliance with U.S. Government Security & Export regulations."
"MEI Micro, Inc.",https://www.mei-micro.com,"Orlando, FL, United States",Orlando,FL,United States,449,Hall ABC,
Mercury Systems,https://www.mrcy.com,"Andover, MA, United States",Andover,MA,United States,1115,Hall ABC,"Mercury Systems is a technology company that delivers mission-critical processing power to the edge to solve the most pressing A&D challenges. Combining technologies and expertise developed for more than 40 years, the Mercury Processing Platform offers customers a unique advantage to unleash breakthrough capabilities."
Meritec,https://www.meritec.com,"Painesvile, OH, United States",Painesvile,OH,United States,7021,Hall DE,"MERITEC—The Xtreme High-Speed Xperts, signal integrity leader and global ISO 9001 supplier of cost-effective solutions specializing in ruggedized Mil/Aero, Defense, Marine interconnects that exceed high-density performance parameters. Showcasing VPX3. NAICS 334417 – 334418 – 334419 – 335999 - 335929 / CAGE 0RAG4. MERITEC.com / 888-MERITEC 637-4832 or 440.354.2100 / info@meritec.com"
"Michelin North America, Inc.",https://business.michelinman.com,"Greenville, SC, United States",Greenville,SC,United States,1807,Hall ABC,"Michelin provides a complete and complementary range of innovative technological products, adapted services and integrated and accessible solutions for military vehicles, considering environmental issues and based on 6 axes: safety & mobility, stealth, maintenance, engineering development support, energy & vehicle autonomy and high-tech materials expertise/know-how."
Michigan Office of Defense & Aerospace Innovation,https://www.michiganbusiness.org/defense/,"Lansing, MI, United States",Lansing,MI,United States,4145,Hall ABC,"The Michigan Office of Defense and Aerospace Innovation (ODAI) increases awareness of Michigan’s capabilities, supports attraction and expansion of businesses that champion Department of Defense-related activities and enhances commercial and defense-related aerospace segments poised for growth."
Microsoft,https://www.microsoftfederal.com,"Redmond, WA, United States",Redmond,WA,United States,617,Hall ABC,"Microsoft empowers Federal agencies through trusted innovation, national security, and compliance. With world-class security, scalable cloud services, and mission-driven AI, Microsoft Azure strengthens partnerships, modernizes installations, and optimizes operations to meet evolving mission needs—creating smarter environments and a safer world. Learn more at www.microsoftfederal.com"
MicroTau,https://www.microtau.com.au/,Australia,,,Australia,525,Hall ABC,"MicroTau develops biomimetic, sharkskin-inspired films that reduce aerodynamic drag on aircraft. Using its proprietary Direct Contactless Microfabrication (DCM) technology, the company helps defense and commercial aviation fleets increase fuel efficiency, extend operational range, and enhance mission capability."
Milcots LLC & Shock Tech Inc,https://www.milcots.com,"Mahwah, NJ, United States",Mahwah,NJ,United States,3644,Hall ABC,"Milcots is a USA designer and USA manufacturer of Rugged Military Panel Pcs, Computers & Displays. We design to your program requirements with COTS components, to build a custom product that is maintainable for the life of your program. Shock Tech designs & manufactures shock, vibration & noise solutions."
MilDef,https://mildef.com/,"Brea, CA, United States",Brea,CA,United States,3713,Hall ABC,"MilDef is a global systems integrator and full-spectrum provider specializing in rugged IT for defense and security domains. MilDef provides hardware, software and services that shield and protect critical information streams and systems, when and where the stakes are the highest. MILDEF - WE ARMOR IT."
Military Child Education Coalition,https://www.MilitaryChild.org,"Harker Heights, TX, United States",Harker Heights,TX,United States,426,Hall ABC,"MCEC supports all military-connected children by educating, advocating, and collaborating to resolve education challenges associated with the military lifestyle. MCEC is a global 501(c)(3) nonprofit organization that helps children growing up in military families by providing programs, resources, and guidance—helping the child stay on course academically, socially, and emotionally."
Milliken & Company,https://www.milliken.com/en-us/businesses/textile/government-and-defense,"Spartanburg, SC, United States",Spartanburg,SC,United States,3419,Hall ABC,"Milliken & Company is a key partner and trusted manufacturer of high-performance technical textiles to the United States Military. Our responsibility as a military uniform supplier makes our primary mission clear: To develop and engineer protection for warfighters which increase protection levels and providing enhanced comfort, moisture management."
Mistral Group,https://www.mistralinc.com,"7910 WOODMONT AVE, ST, USA",7910 WOODMONT AVE,ST,USA,3313,Hall ABC,"We are committed to delivering advanced systems, technologies and products to you and your team. We provide you with the highest quality equipment and solutions to fill your operational gaps through intimate relationships, an in-depth understanding of your needs, and transparency."
"Moog, Inc.",https://www.moog.com/defense,"East Aurora, NY, United States",East Aurora,NY,United States,7807,Hall DE,"Moog is a global designer, manufacturer, and integrator of precision motion control and stabilization systems. We offer high-performance solutions across air, land, and sea platforms. Military forces around the globe recognize us for turreted weapon systems, c-UAS, ammunition handling, missile steering, weapon stores management systems, vehicle conversions/upgrades, and undersea actuation."
MOORI Technologies Co.,https://mooritech.com,USA,,,USA,7519,Hall DE,"MOORI is an Electro-optic company located in Korea with a philosophy of excellence and self-reliance in rigid, foundational technologies involving solid-state lasers, LRFs, and FTIR spectrometers."
MoTeC Pty Ltd,https://www.motec.com.au,"525, Data Recording and St 121 Merrindale Dr",525,,Data Recording and St 121 Merrindale Dr,525,Hall ABC,"MoTeC is an Australian company that develops, manufactures and delivers specialist electronics for the demanding application environments of Motorsports, Defense, Mining, eMobility, and a range of other sectors requiring tough and reliable solutions. MoTeC is represented in the USA by MoTeC USA, an independent American company."
Motorola Solutions,https://www.motorolasolutions.com/en_us/solutions/defense.html,"Linthicum Heights, MD, United States",Linthicum Heights,MD,United States,6721,Hall DE,"Motorola Solutions empowers military missions with situational intelligence and critical communications. We connect teams with converged voice, video, and data enhancing decision-making with advanced video surveillance and command software then give command more control over critical communications. Our counter-UAS capabilities neutralize threats while our Silvus acquisition expands our MANET capabilities."
Mountain Horse Solutions,https://mtnhorse.com/,"Colorado Springs, CO, United States",Colorado Springs,CO,United States,943,Hall ABC,"Mountain Horse Solutions, a subsidiary of Global Ordnance, LLC, provides rapid response customized equipment, systems, and training for infectious disease, security, technology, chemical, biological, radiological, nuclear, and explosive (CBRNE) hazards. We specially design innovative solutions, to meet the individual unique threats, needs, and requirements of military first responders."
Multicut A/S,https://multicut.dk/,Denmark,,,Denmark,1703,Hall ABC,"Multicut make scalable manufacturing solutions utilizing automatic production flows ensuring that your expectations are always met for all projects where turning, milling and assembling are needed. As a global, leading supplier, we invest in the newest revolution, Industry 4.0, and employ its principles daily in our manufacturing setup."
MyDefence A/S,https://www.mydefence.com,USA,,,USA,1703,Hall ABC,"At MyDefence, we specialize in next-generation solutions for detecting and neutralizing drone threats. Combining advanced radio frequency technology with rapid response capabilities, we develop tools designed to meet the challenges of modern warfare and security."
Nammo Defense Systems Inc.,https://www.nammo.com,"Mesa, AZ, United States",Mesa,AZ,United States,3139,Hall ABC,"Nammo is an international aerospace and defense company headquartered in Norway. The company is one of the world’s leading providers of ammunition and rocket motors for both military and civilian customers, with more than 27 sites and offices in 11 countries – including the United States."
National Advanced Mobility Consortium (NAMC),https://www.namconsortium.org/,"Ann Arbor, MI, United States",Ann Arbor,MI,United States,4047,Hall ABC,The National Advanced Mobility Consortium (NAMC) is a nonprofit trusted by the DoD for advanced ground vehicle and intelligent systems technologies. Visit booth 4047 to explore streamlined acquisition pathways and cutting-edge solutions from NAMC Members advancing mission-critical defense capabilities.
National Armaments Consortium,https://www.nacconsortium.org,"Summerville, SC, United States",Summerville,SC,United States,3813,Hall ABC,
National Defense Corporation,https://www.nationaldefensecorp.com,"Janesville, WI, United States",Janesville,WI,United States,761,Hall ABC,"National Defense Corp is a consolidation point for its companies. The Defense segment companies include: AMTEC - Mechanical fuzes and 40mm System Prime Contractor; SPECTRA Technologies - Explosive LAP services; AMRON - medium caliber cartridge cases; TECH ORD - detonators, primers, pellets; and WOODLAWN - metal components."
National Defense Industrial Association (NDIA),https://www.NDIA.org,"Arlington, VA, United States",Arlington,VA,United States,4019,Hall ABC,"NDIA a non-profit, educational association representing industry, government, and academia. With 1,720 companies and 67,000 individuals, NDIA, along with its affiliates NTSA, ETI, and WID, provides essential networking, knowledge, and business development. Together, they promote collaboration to deliver cutting-edge technology, weapons, equipment, training, and support to warfighters and first responders."
Navy Federal Credit Union,https://www.navyfederal.org,"Vienna, VA, United States",Vienna,VA,United States,638,Hall ABC,"Navy Federal Credit Union gives you the financial products and services you need for your life's mission. No matter where your career takes you, Navy Federal is with you. Serving the Army, National Guard, DoD, veterans and their families. Our Members Are the Mission®. Insured by NCUA."
Nevada Automotive Test Center,https://www.natc-ht.com,"Nevada Automotive Test Center, PO, USA",Nevada Automotive Test Center,PO,USA,642,Hall ABC,"With over 60 years of automotive test experience, Nevada Automotive Test Center is a leader in translating real-world conditions into validated virtual proving ground simulation and prototyping. Automotive survivability test capabilities and engineering resources allow NATC to support the delivery of proven solutions to the field."
New Use Energy,https://www.newuseenergy.com,"Anacortes, WA, United States",Anacortes,WA,United States,3703,Hall ABC,"New Use Energy Solutions, Inc (NUE) is an American provider of professional grade mobile and rapidly deployable power stations now serving as alternatives to fossil fuel powered generators for a fast growing list of devices from satcoms, 5G private networks, drones, EW, medical devices and more."
Nexus Training Solutions,https://www.nexustrain.com,"Leland, NC, United States",Leland,NC,United States,525,Hall ABC,Nexus Training Solutions is an end to end training and simulation company. We provide workforce augmentation and training across the spectrum of operations to ensure mission readiness and success.
NIOA Group,https://www.nioa.com.au/,Australia,,,Australia,2239,Hall ABC,
nLIGHT,https://www.nlight.net/,"Camas, WA, United States",Camas,WA,United States,3703,Hall ABC,"nLIGHT’s high-power directed energy lasers enable next-generation layered land and sea defenses that complement traditional kinetic defenses by offering a deep magazine, low cost per engagement, and speed-of-light delivery to defeat wide range of targets, including drones, rockets, artillery, mortars, and missiles."
NOBLE,https://www.noble.com,"NO, USA",,NO,USA,8315,Hall DE,NOBLE IS YOUR TRUSTED PARTNER IN READINESS NOBLE provides global sustainment and operations support for the U.S. Military and civilian government agencies with an unparalleled range of mission-critical products and services.
"Nobles Worldwide, Inc.",https://www.noblesworldwide.com,"St Croix Falls, WI, United States",St Croix Falls,WI,United States,3411,Hall ABC,"Nobles Worldwide is a premier global provider of high-performance ammunition delivery and handling systems, supporting the full spectrum of small and medium caliber weapons. Our innovative engineered solutions have helped the U.S. and its allies achieve mission success for more than 70 years."
"Norotos, Inc",https://www.norotos.com,"Santa Ana, CA, United States",Santa Ana,CA,United States,3540,Hall ABC,"Norotos, Inc. designs and manufactures advanced night vision mounting systems for military applications. With over 20 years of U.S.-based precision engineering, Norotos delivers rugged, mission-adaptive solutions built for battlefield performance. Trusted by warfighters worldwide, we provide the tactical edge in night-dominant operations through innovation, reliability, and superior craftsmanship."
Norseld Photonics,https://norseld.com,USA,,,USA,525,Hall ABC,"Norseld Photonics delivers leading edge precision optical design, development, engineering, manufacturing and support solutions in Australia. For optical designs requiring ingenuity and precision, Norseld is offering practical problem solving for the most complex challenge with quick turn-around, all in-house and underpinned by a real commitment to excellent customer care."
Northrop Grumman,https://www.northropgrumman.com,"Falls Church, VA, United States",Falls Church,VA,United States,1325,Hall ABC,"Northrop Grumman is a leading global aerospace and defense technology company. Our pioneering solutions equip customers with capabilities needed to connect and protect the world and push boundaries of human exploration across the universe. Driven by shared purpose to solve our customers’ toughest problems, our employees define possible every day."
Northwest UAV,https://www.nwuav.com,"McMinnville, OR, United States",McMinnville,OR,United States,3703,Hall ABC,"NWUAV's heavy fuel propulsion solutions deliver unmatched capabilities to address modern challenges and navigate the demanding, expeditionary environment of future conflict. For over 20 years, our team has equipped customers with reliable, cost-effective propulsion solutions, continually propelling systems to new heights. AS9100-D/ISO9001-2015 certified, DCAA compliant."
Norwich University,https://www.norwich.edu,"Northfield, VT, United States",Northfield,VT,United States,8053,Hall DE,"Norwich University, founded in 1819 in Vermont, is the oldest private military college in the U.S. It offers undergraduate and graduate programs online and on campus, including cybersecurity, criminal justice, nursing, military history, leadership, and more. Norwich Online provides flexible, high-quality education designed for working professionals seeking career advancement."
Nova Electric,https://www.novaelectric.com,"Howard Schrier, VP, USA",Howard Schrier,VP,USA,519,Hall ABC,"Nova Electric is a manufacturer of premium, rugged power conversion equipment. This includes UPS, Inverters, Frequency Converters, PDUs, Power Supplies, and DC-DC converters. Our products meet military specifications and are used on numerous US & worldwide defense programs. We build integrated power systems. Contact us at 201-385-0500 extension 128."
"NovAtel, Inc.",https://www.novatel.com/industries/defense,"Webster, TX, United States",Webster,TX,United States,614,Hall ABC,"Hexagon | NovAtel designs, manufactures and sells high precision Global Navigation Satellite System (GNSS) positioning, jamming detection and anti-jam technology. We provide proven, mission-ready navigation warfare (NAVWAR) technology to ensure positioning, navigation and timing (PNT) to defend your people right now. Learn more at https://novatel.com/industries/defense"
nVent,https://nvent.com/schroff,"Louis Park, MN 55416",Louis Park,,MN 55416,7114,Hall DE,"Leveraging over 60 years of developing innovated solution expertise has enabled nVent SCHROFF solutions to advance military electronic protection. Our products include rugged MIL sub racks and 19” enclosures with advance cooling, conductions cooled assemblies (CCA) and modules, VPX embedded chassis, card-loks and extractors."
NVTS Night Vision Technology Solutions Inc,https://www.nvtsglobal.com,"North Kingstown, RI 02852",North Kingstown,,RI 02852,966,Hall ABC,"NVTS manufactures a wide range of both fixed mounted, and multi-axis EO/IR cameras for both vehicle and shipboard applications including all variations of the U.S. Army's AN/VAS-5B DVE. We support current and legacy U.S. armored vehicles, ranging from the advanced JLTV, Abrams, Stryker, HIMARS, M88 to the Bradley. contact@nvtsglobal.com"
"Oakley, Inc.",https://www.oakleysi.com,"Foothill Ranch, CA, United States",Foothill Ranch,CA,United States,3307,Hall ABC,"Since 1975, Oakley has been at the forefront of advanced technology in the field of ballistic eye protection. From pioneering high-definition optics to developing advanced laser protection that meets stringent MIL-SPEC standards, Oakley has consistently pushed the boundaries of safety and performance."
Octasic Inc,https://www.octasic.com,USA,,,USA,8500,Hall DE,"Octasic delivers advanced, low-SWaP SDR platforms for EW, SIGINT, ISR, and 5G missions. Designed for uncrewed systems and compliant with USSOCOM modular payload standards, our RF solutions empower defense forces with real-time awareness and covert performance. Trust the signal. Own the mission. Learn more at octasic.com."
"ODU-USA, Inc.",https://www.odu-connectors.com,"Camarillo, CA, United States",Camarillo,CA,United States,4033,Hall ABC,"The ODU GROUP is one of the world’s leading suppliers of connector systems. ODU Connector Solutions ensure a reliable transmission of power, signals, data & media for a variety of demanding applications including military and security such as: soldier communication systems, unmanned systems ( UAV/UGV/UAS) & military vehicles."
Offroad Autonomy,https://fieldai.com,"Mission Viejo, CA, United States",Mission Viejo,CA,United States,4047,Hall ABC,
One Stop Systems,https://www.onestopsystems.com,"Escondido, CA, United States",Escondido,CA,United States,6753,Hall DE,
ONEIL,https://www.oneil.com,"ON, USA",,ON,USA,1614,Hall ABC,"For over 75 years, ONEIL has been the most trusted resource for product support solutions to equipment manufacturers. We make equipment safer to use, faster to repair, and easier to maintain. We make complex information easier to understand and apply to create a better user experience and improve business advantage."
Ontime Networks,https://www.ontimenet-us.com,"Latham, NY, United States",Latham,NY,United States,7141,Hall DE,"OnTime Networks is a global leader in commercial open architecture Networking solutions. With over 20 years of experience in aerospace & defense, OnTime Networks is delivering GCIA compliant solutions to the U.S. Army and is the leader in Time Sensitive Networks and rugged 10G Tactical Network Devices."
Operation Deploy Your Dress,https://operationdeployyourdress.org,"Yvonne Coombes, CE, United States",Yvonne Coombes,CE,United States,524,Hall ABC,"ODYD's primary goal is to improve the quality of life of military families by offsetting the high cost of attending formal military functions, especially for junior servicemembers. ODYD currently “deploys” dresses from 15 brick and mortar shops at installations around the world. These shops are solely run military spouse volunteers."
Operator XR,https://operatorxr.com/,"Alexandria, VA, United States",Alexandria,VA,United States,525,Hall ABC,"Operator XR offers a highly deployable, secure, integrated, and immersive Extended Reality (XR) solutions for individual, team, and multi-team combat elements to tactically train and mission rehearse prosecution of real-world targets in a realistic virtual 3D environment."
Optical Cable Corporation,https://www.occfiber.com,"Roanoke, VA, United States",Roanoke,VA,United States,4225,Hall ABC,"Optical Cable Corporation (OCC®), based in Roanoke, Virginia, manufactures a complete line of top-tier cabling and connectivity solutions to support key infrastructure needs for customers including corporations, military, civilian federal agencies, intelligence community, department of defense, emergency/FEMA services, and tier 1 defense contractors, as well as many others."
Oran Safety Glass,https://www.osg-na.com,"Emporia, VA, United States",Emporia,VA,United States,1661,Hall ABC,
Orbit International Corp,https://www.orbitintl.com,"Hauppauge, NY, United States",Hauppauge,NY,United States,6018,Hall DE,
Oshkosh Defense,https://www.oshkoshdefense.com,"Oshkosh, WI, United States",Oshkosh,WI,United States,1625,Hall ABC,
