name,booth,hall,profile_url,website,domain,all_urls,social_links,description,categories,email,phone,scraped_at,data_quality_score,location_raw_address,location_street,location_city,location_state,location_postal,location_country,location_country_code,location_lat,location_lng,location_accuracy
Rapid Deployable Systems,3803,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/5D7C0A44-6A8A-EF11-8107-E02365054D38,https://www.rdsmilitarytents.com,www.rdsmilitarytents.com,"['https://www.facebook.com/RDSRapidDeployableSystems', 'https://www.instagram.com/rapiddeployablesystems', 'https://www.linkedin.com/company/rapid-deployable-systems', 'https://www.rdsmilitarytents.com']","{'facebook': 'https://www.facebook.com/RDSRapidDeployableSystems', 'instagram': 'https://www.instagram.com/rapiddeployablesystems', 'linkedin': 'https://www.linkedin.com/company/rapid-deployable-systems'}","Rapid Deployable Systems, LLC (Formerly Eureka!) has built superior tents and soft shelters for over 130 years, manufacturing American-made and Berry Compliant products. We can produce and ship large volumes of rapid deployable shelters and tents, as well as equipment for remote base operations, to support your mission.",[],,,2025-08-25 16:11:28,0.8," Business Development

Rapid Deployable Systems
625 Conklin Road
Binghamton, NY 13903",625 Conklin Road,Binghamton,NY,13903,United States,US,42.1050184,-75.9045109,geocoded
Rapiscan,8201,Hall DE,https://maps.goeshow.com/ausa/annual/2025/B50B77C0-588A-EF11-8107-E02365054D38,https://www.rapiscansystems.com,www.rapiscansystems.com,"['https://twitter.com/@RapiscanSystems', 'https://www.linkedin.com/company/rapiscan-systems', 'https://www.rapiscansystems.com']","{'twitter': 'https://twitter.com/@RapiscanSystems', 'linkedin': 'https://www.linkedin.com/company/rapiscan-systems'}","Rapiscan, part of OSI Systems, is a global leader in security screening products and solutions. At AUSA, we’ll showcase our broad array of non-intrusive inspection products and services, along with Rapiscan Government Services, Training Services, S2 Global’s CertScan, and offerings from sister divisions: Continental Electronics and OSI Optoelectronics.",[],,,2025-08-25 16:11:32,0.8," 8201

Contact Info
Katie Catalogna

Rapiscan
2900 Crystal Drive
Suite 910
Arlington, VA 22202",,Arlington,VA,22202,United States,US,38.8769326,-77.0893094,geocoded
Rapta AI,3703,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/F91B6FE8-0640-F011-8109-89D6F48D9B9D,https://www.rapta.ai.com,www.rapta.ai.com,['https://www.rapta.ai.com'],{},,[],,,2025-08-25 16:11:37,0.7," Ste 338
Lake Oswego, OR 97035",,Lake Oswego,OR,97035,United States,US,45.4206749,-122.670649,geocoded
"Raptor Photonics, Inc",3643,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/6A415D3B-058B-EF11-8109-89D6F48D9B9D,https://www.raptorphotonics.com,www.raptorphotonics.com,"['https://twitter.com/@raptor_usa', 'https://www.linkedin.com/company/https://www.linkedin.com/company/2544120/admin/dashboard/', 'https://www.raptorphotonics.com']","{'twitter': 'https://twitter.com/@raptor_usa', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/2544120/admin/dashboard/'}","Raptor Photonics is the leading manufacturer of low-light / SWIR camera system solutions. Our compact and rugged designs offer world-class performance for space, defence and surveillance applications. We specialized in SWaP optimized camera cores and integrated systems, both ""off the shelf"" and custom designs.",[],,,2025-08-25 16:11:41,0.8," Inc
78 Eastern Blvd
Suite 1
Glastonbury, CT 06033",,Glastonbury,CT,06033,United States,US,41.7123218,-72.608146,geocoded
Red Cat,2267,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/9FCBF6FB-FC8A-EF11-8109-89D6F48D9B9D,,,[],{},,[],,,2025-08-25 16:11:48,0.3,"2267
Contact Info
St",2267,Contact Info,,,St,,,,unknown
Red Hat,7153,Hall DE,https://maps.goeshow.com/ausa/annual/2025/78308D3F-068B-EF11-8109-89D6F48D9B9D,https://www.redhat.com/dod,www.redhat.com,"['https://www.facebook.com/https://www.facebook.com/redhatinc', 'https://twitter.com/https://twitter.com/RedHat', 'https://www.linkedin.com/company/http://www.linkedin.com/company/red-hat', 'https://www.redhat.com/dod']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/redhatinc', 'twitter': 'https://twitter.com/https://twitter.com/RedHat', 'linkedin': 'https://www.linkedin.com/company/http://www.linkedin.com/company/red-hat'}","As the Department of Defense (DoD) moves to modernize its widespread resources, getting to mission capability faster is increasingly dependent on IT security. Red Hat has the open source technology and expertise to partner with the DoD to innovate with agility, standardize interoperability across all branches and agencies, and still",[],,,2025-08-25 16:11:53,0.8," and still

Contact Info
Mike Zizza

Red Hat
1600 International Drive
Suite 800
McLean, VA 22102",,McLean,VA,22102,United States,US,38.9366852,-77.185843,geocoded
Rekord Structures,3913,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/1924AC10-6B8A-EF11-8107-E02365054D38,https://www.rekordstructures.us,www.rekordstructures.us,"['https://www.facebook.com/rekordtstructures', 'https://www.instagram.com/rekordstructures', 'https://www.linkedin.com/company/rekord-structures', 'https://www.rekordstructures.us']","{'facebook': 'https://www.facebook.com/rekordtstructures', 'instagram': 'https://www.instagram.com/rekordstructures', 'linkedin': 'https://www.linkedin.com/company/rekord-structures'}","Rekord has over 25 years of experience in expeditionary disaster relief, as well as military and emergency housing. We manufacture American-made, semi-permanent structures and tents, as well as full turnkey solutions, that are Berry compliant and TAA compliant.",[],,,2025-08-25 16:11:57,0.6," Business Development

Rekord Structures
184 Rekord Tent Drive
Washington, GA 30673",184 Rekord Tent Drive,Washington,GA,30673,United States,US,,,unknown
RENK Group,1543,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/E5F1AFF8-3B8A-EF11-8107-E02365054D38,https://www.renk.com,www.renk.com,"['https://www.linkedin.com/company/https://de.linkedin.com/company/renkgroup', 'https://www.renk.com']",{'linkedin': 'https://www.linkedin.com/company/https://de.linkedin.com/company/renkgroup'},"RENK – Trusted Partner The RENK Group with its subsidiaries Horstman and RENK America is a global technology leader focusing on the development and manufacture of complex drive and transmission systems, hybrid drive systems, suspension systems, plain bearings, couplings and test systems.",[],,,2025-08-25 16:12:02,0.7,"1543

Contact Info
Katharina Hausmann

RENK Group
Goegginger St",,,RE,,USA,US,40.6900899,-74.1725683,geocoded
REPKON,4311,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/4621A2BD-1E8B-EF11-8109-89D6F48D9B9D,https://www.repkon.com.tr,www.repkon.com.tr,"['https://www.facebook.com/Repkon', 'https://twitter.com/@Repkon_Inc', 'https://www.instagram.com/repkon.inc', 'https://www.linkedin.com/company/Repkon', 'https://www.repkon.com.tr']","{'facebook': 'https://www.facebook.com/Repkon', 'twitter': 'https://twitter.com/@Repkon_Inc', 'instagram': 'https://www.instagram.com/repkon.inc', 'linkedin': 'https://www.linkedin.com/company/Repkon'}","REPKON is a provider of turn-key complete production plants for the metal forming sector as well as a designer, manufacturer and supplier of key metal forming machines for the global market, with a well established reputation for outstanding performance.",[],,,2025-08-25 16:12:08,0.7,,,,,,Turkey,TR,39.294076,35.2316631,geocoded
REPKON USA,4316,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/672B18AF-1E8B-EF11-8109-89D6F48D9B9D,https://www.repkon-usa.com,www.repkon-usa.com,"['https://www.instagram.com/repkonusa', 'https://www.linkedin.com/company/REPKON USA', 'https://www.repkon-usa.com']","{'instagram': 'https://www.instagram.com/repkonusa', 'linkedin': 'https://www.linkedin.com/company/REPKON USA'}","REPKON USA is a global innovator in manufacturing and is the preferred designer and manufacturer of novel technologies for the energetics, munitions, aerospace, and industrial manufacturing equipment markets. We specialize in the building and design of turn-key manufacturing solutions using advanced technologies in metal forming and energetics.",[],,,2025-08-25 16:12:15,0.7,"

Contact Info
Ashley Toohey

REPKON USA
4301 West Boy Scout Boulevard
Suite 400
Tampa, FL 33607",,,RE,,USA,US,40.6900899,-74.1725683,geocoded
Reveal Technology,3703,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/1E5D5C10-D38B-EF11-8109-89D6F48D9B9D,https://revealtech.ai,revealtech.ai,"['https://www.linkedin.com/company/https://www.linkedin.com/company/reveal-technology', 'https://revealtech.ai']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/reveal-technology'},"Reveal Technology, Inc is the next-generation defense technology platform, delivering a suite of products that generates critical intelligence and autonomy value at the tactical edge.",[],,,2025-08-25 16:12:19,0.8,"405
Bozeman, MT 59715",,Bozeman,MT,59715,United States,US,45.6794293,-111.044047,geocoded
"Revision Military, Ltd.",609,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/D004CEC9-6B8A-EF11-8107-E02365054D38,https://www.revisionmilitary.com,www.revisionmilitary.com,"['https://www.facebook.com/@RevisionMilitary', 'https://www.instagram.com/@revisionmilitary', 'https://www.revisionmilitary.com']","{'facebook': 'https://www.facebook.com/@RevisionMilitary', 'instagram': 'https://www.instagram.com/@revisionmilitary'}","Revision develops and delivers purpose-built eye protection for military and tactical use worldwide. Revision specializes in integration for the optimum and necessary balance of protection and performance. To that end, Revision brings together the most advanced expertise, state-of-the-art technology, and finest technical minds.",[],,,2025-08-25 16:12:25,0.6,"
7 Corporate Drive
Essex Junction, VT 05452",7 Corporate Drive,Essex Junction,VT,05452,United States,US,,,unknown
RFTEQ,525,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/A1EEC4CC-EB3C-F011-8109-89D6F48D9B9D,https://rfteq.com.au,rfteq.com.au,"['https://www.linkedin.com/company/https://www.linkedin.com/company/rfteq-pty-ltd/', 'https://rfteq.com.au']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/rfteq-pty-ltd/'},"RFTEQ is a South Australian company producing world leading technology for EW capabilities for Defence, specialising in EW hardware and systems delivery for emerging and future threat detection, identification, degradation and denial. Real-time, RF and, communication systems, ES and radar experience is leveraged to design, build and test Defence capabilities.",[],,,2025-08-25 16:12:30,0.7,2 118a Hayward Avenue,,,,,Australia,AU,-24.7761086,134.755,geocoded
Robert Irvine Foundation,425,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/3943C046-3DAC-4501-B2A8-BC4BB99CAAE7,https://robertirvinefoundation.org/,robertirvinefoundation.org,"['https://www.facebook.com/robertirvinefoundation', 'https://twitter.com/@rirvinefound', 'https://www.instagram.com/instagram.com/robertirvinefoundation', 'https://www.linkedin.com/company/linkedin.com/in/robert-irvine-foundation/', 'https://robertirvinefoundation.org/']","{'facebook': 'https://www.facebook.com/robertirvinefoundation', 'twitter': 'https://twitter.com/@rirvinefound', 'instagram': 'https://www.instagram.com/instagram.com/robertirvinefoundation', 'linkedin': 'https://www.linkedin.com/company/linkedin.com/in/robert-irvine-foundation/'}","The Robert Irvine Foundation supports and strengthens the physical and mental well-being of our service members, veterans, first responders, and their families. We provide these heroes with life-changing opportunities that unlock the potential in their personal and professional lives through food, wellness, community, and financial support.",[],,,2025-08-25 16:12:35,0.8," Tampa
Tampa, FL 33602",,Tampa,FL,33602,United States,US,27.9477595,-82.458444,geocoded
"Rock West Composites, Inc.",762,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/4A35D5A3-C18B-EF11-8109-89D6F48D9B9D,https://www.rockwestcomposites.com/,www.rockwestcomposites.com,"['https://www.facebook.com/rockwestcomposites', 'https://twitter.com/RockWestComp', 'https://www.instagram.com/rockwestcomposites', 'https://www.linkedin.com/company/rock-west-composites', 'https://www.rockwestcomposites.com/']","{'facebook': 'https://www.facebook.com/rockwestcomposites', 'twitter': 'https://twitter.com/RockWestComp', 'instagram': 'https://www.instagram.com/rockwestcomposites', 'linkedin': 'https://www.linkedin.com/company/rock-west-composites'}","Rock West Composites develops and manufactures custom composite products for industries including Aerospace and Defense, Space, Aircraft, and Commercial. Products for Aerospace and Defense include radomes and components for weapons, unmanned vehicles, reflectors and antennas. RWC is also an Ecommerce supplier off-the-shelf carbon fiber tubes, plates, materials, and accessories.",[],,,2025-08-25 16:12:41,0.8,"
7625 Panasonic Way
San Diego, CA 92154",7625 Panasonic Way,San Diego,CA,92154,United States,US,32.8217025,-117.1303566,geocoded
Rocky,3545,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/0E406B96-048B-EF11-8109-89D6F48D9B9D,https://www.rockyboots.com,www.rockyboots.com,"['https://www.facebook.com/S2V', 'https://www.instagram.com/rockyboot_service', 'https://www.rockyboots.com']","{'facebook': 'https://www.facebook.com/S2V', 'instagram': 'https://www.instagram.com/rockyboot_service'}",,[],,,2025-08-25 16:12:45,0.5,"
Contact Info
Mark Dean

Rocky
39 East Canal Street
Nelsonville, OH 45764",39 East Canal Street,Nelsonville,OH,45764,United States,US,,,unknown
Rolls-Royce,7819,Hall DE,https://maps.goeshow.com/ausa/annual/2025/18F64C1A-9D89-EF11-8107-E02365054D38,https://www.rolls-royce.com,www.rolls-royce.com,"['https://www.facebook.com/facebook.com/RollsRoyceGroup', 'https://twitter.com/twitter.com/rollsroyce', 'https://www.instagram.com/instagram.com/rollsroycegroup', 'https://www.linkedin.com/company/linkedin.com/in/company/rolls-royce', 'https://www.rolls-royce.com']","{'facebook': 'https://www.facebook.com/facebook.com/RollsRoyceGroup', 'twitter': 'https://twitter.com/twitter.com/rollsroyce', 'instagram': 'https://www.instagram.com/instagram.com/rollsroycegroup', 'linkedin': 'https://www.linkedin.com/company/linkedin.com/in/company/rolls-royce'}","Rolls-Royce is a global engineering leader, serving the U.S. Armed Forces with power and propulsion systems for air, land and sea. Always at the forefront of technology, Rolls-Royce designs, delivers, and supports mission critical equipment including gas turbines, mtu diesel engines, mtu generator sets, propulsors and handling systems.",[],,,2025-08-25 16:12:52,0.8,"Royce
450 South Meridian Street
Indianapolis, IN 46225",450 South Meridian Street,Indianapolis,IN,46225,United States,US,39.7788609,-86.313775,geocoded
Ronson Gears,525,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/4D9E161F-EC3C-F011-8109-89D6F48D9B9D,https://www.ronsongears.com.au,www.ronsongears.com.au,"['https://www.facebook.com/https://www.facebook.com/RonsonGears', 'https://www.linkedin.com/company/https://www.linkedin.com/company/ronson-gears-pty-ltd/?viewAsMember=true', 'https://www.ronsongears.com.au']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/RonsonGears', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/ronson-gears-pty-ltd/?viewAsMember=true'}","Ronson Gears is a highly innovative manufacturer of high end, high value gears and power transmission solutions. We manufacture precision gears, machined components and assemblies for Prime Defense customers including Lockheed Martin Space Systems and BAE Systems and are sub-tiers to Raytheon and Boeing Defence.",[],,,2025-08-25 16:12:56,0.7,,,,,,Australia,AU,-24.7761086,134.755,geocoded
Rosebank Engineering,525,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/F4FA725F-8F58-43C6-8F43-3468C223BF45,https://rosebankeng.com.au/,rosebankeng.com.au,['https://rosebankeng.com.au/'],{},"Rosebank Engineering’s primary lines of businesses – engineering, maintenance, repair and overhaul (MRO), precision manufacturing and metal treatment & finishing – capable of repair and manufacture of Aerospace components, managed MRO services, Additive repairs and manufacture of Permanent Magnet Alternators and APUs.",[],,,2025-08-25 16:13:00,0.7,,,,,,Australia,AU,-24.7761086,134.755,geocoded
RTX,6427,Hall DE,https://maps.goeshow.com/ausa/annual/2025/A3A84BB5-5E89-EF11-8107-E02365054D38,,,['https://www.linkedin.com/company/https://www.linkedin.com/company/rtx/'],{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/rtx/'},"RTX pushes the limits of technology and science to redefine how we connect and protect our world. Through industry-leading businesses – Collins Aerospace, Pratt & Whitney and Raytheon – we are advancing aviation, engineering integrated defense systems and developing next-generation technology solutions and manufacturing.",[],,,2025-08-25 16:13:06,0.5,"

Contact Info
Mike Tarsa

RTX
1100 Wilson Boulevard
Suite 1700
Arlington, VA 22209",,,RT,,United States,US,21.3110197,-157.9243529,geocoded
Rugged Science,544,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/A9D631C4-1EA8-EF11-8109-89D6F48D9B9D,https://www.ruggedscience.com,www.ruggedscience.com,"['https://www.linkedin.com/company/rugged-science', 'https://www.ruggedscience.com']",{'linkedin': 'https://www.linkedin.com/company/rugged-science'},"Rugged Science designs and manufactures military-grade embedded computers, displays, and custom systems engineered to perform in extreme environments. Our MIL-SPEC solutions support mission-critical operations with long lifecycle components, advanced thermal management, and reliable performance in the harshest conditions—on land, at sea, or in the air.",[],,,2025-08-25 16:13:12,0.8,"

Contact Info
Rob Schubel
Marketing Director

Rugged Science
60 Loveton Circle
Sparks, MD 21152",,Sparks,MD,21152,United States,US,39.5303908,-76.6458407,geocoded
S2 Global,8201,Hall DE,https://maps.goeshow.com/ausa/annual/2025/772D49F1-4241-F011-8109-89D6F48D9B9D,https://www.screeningsolution.com,www.screeningsolution.com,"['https://twitter.com/S2GlobalInc', 'https://www.linkedin.com/company/https://www.linkedin.com/company/s2-global', 'https://www.screeningsolution.com']","{'twitter': 'https://twitter.com/S2GlobalInc', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/s2-global'}","S2 Global builds innovative screening solutions and helps organizations achieve breakthrough improvements in security. With our intelligent platform CertScan®, we deliver integrated inspection services to transform connectivity between stakeholders and unleash the power of data sharing, accelerating secure trade, transport and events.",[],,,2025-08-25 16:13:18,0.8," Ste 910
Arlington, VA 22202",,Arlington,VA,22202,United States,US,38.8769326,-77.0893094,geocoded
Saab,3115,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/2FD99C17-2A8A-EF11-8107-E02365054D38,https://www.saab.com/markets/united-states,www.saab.com,"['https://www.facebook.com/https://www.facebook.com/SaabIncUS', 'https://twitter.com/https://twitter.com/Saab_Inc', 'https://www.instagram.com/https://www.instagram.com/Saab_Inc/', 'https://www.linkedin.com/company/https://www.linkedin.com/company/saab-inc-us', 'https://www.saab.com/markets/united-states']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/SaabIncUS', 'twitter': 'https://twitter.com/https://twitter.com/Saab_Inc', 'instagram': 'https://www.instagram.com/https://www.instagram.com/Saab_Inc/', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/saab-inc-us'}","Saab is committed to transferring key technology and expanding manufacturing capability in the US with a broad range of expertise across the close combat, long range precision fires, ground based air defense mission areas, as well as training and simulation.",[],,,2025-08-25 16:13:22,0.6,"

Contact Info
Ned Krafchick

Saab
85 Collamer Crossings Parkway
East Syracuse, NY 13057",85 Collamer Crossings Parkway,East Syracuse,NY,13057,United States,US,,,unknown
SAFE Project US,534,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/75B1E857-DE64-44D0-95D7-EBADCBA9C70D,,,[],{},,[],,,2025-08-25 16:13:28,0.4," 534
Contact Info
Samantha Adams

SAFE Project US
3118 WASHINGTON BLVD BOX 101734
Arlington, VA 22201",,,SA,,United States,US,38.7704462,-97.6669832,geocoded
SafeSmart Access,525,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/52F22EC1-EC3C-F011-8109-89D6F48D9B9D,,,[],{},"Working closely with Defense organizations and contractors, we design and manufacture specialist steps, stairs, work platforms and other products that improve efficiency and safety whilst working at height. We're able to support our clients with anything from a basic step ladder through to large scale aircraft docking, from aluminum/steel material.",[],,,2025-08-25 16:13:35,0.5,65 Atkins Road,,,,,United States,US,39.7837304,-100.445882,geocoded
"Safran Defense & Space, Inc.",3425,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/32202904-268A-EF11-8107-E02365054D38,https://www.decavo.com/,www.decavo.com,"['https://www.linkedin.com/company/linkedin.com/in/decavo', 'https://www.decavo.com/']",{'linkedin': 'https://www.linkedin.com/company/linkedin.com/in/decavo'},"Innovative composite solutions for your business needs. Our integrated design, engineering and manufacturing expertise allows us to offer price-competitive composite solutions for a wide range of industries. Whether using carbon fiber, fiberglass or other aramid materials, we create state of the art components that combine functionality, price and style.",[],,,2025-08-25 16:13:40,0.8," Suite 205
Hood River, OR 97031",,Hood River,OR,97031,United States,US,45.5311636,-121.6475587,geocoded
SAIC,2515,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/EE0A2C00-9489-EF11-8107-E02365054D38,https://www.saic.com,www.saic.com,"['https://www.facebook.com/SAICinc', 'https://twitter.com/SAICinc', 'https://www.instagram.com/saicinc', 'https://www.linkedin.com/company/saicinc', 'https://www.saic.com']","{'facebook': 'https://www.facebook.com/SAICinc', 'twitter': 'https://twitter.com/SAICinc', 'instagram': 'https://www.instagram.com/saicinc', 'linkedin': 'https://www.linkedin.com/company/saicinc'}","SAIC® is a premier Fortune 500 mission integrator focused on advancing the power of technology and innovation to serve and protect our world. Our portfolio of offerings integrates emerging technology into mission critical operations. Headquartered in Reston, Virginia, SAIC has approximately 24,000 employees and annual revenues of about $7.5 billion.",[],,,2025-08-25 16:13:44,0.6,"

Contact Info
Robert Emery
VP Business Development

SAIC
12010 Sunset Hills Rd
Reston, VA 20190",,Robert Emery,VP,,USA,US,,,unknown
Saint-Gobain,2161,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/CA617124-698A-EF11-8107-E02365054D38,,,[],{},"Saint-Gobain (SG) makes the world’s most innovative, reliable ceramic for armor systems. SG has a long, proud history protecting the warfighter. SG’s high-performing, lightweight ceramic (SiC, B4C, SiC/B4C) are designed to protect against current and emerging threats, and provide superior ballistic.",[],,,2025-08-25 16:13:49,0.6,"Gobain
22 Acheson Drive
Niagara Falls, NY 14303",22 Acheson Drive,Niagara Falls,NY,14303,United States,US,43.0791685,-79.0414102,geocoded
Salesforce,219,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/3A918331-578A-EF11-8107-E02365054D38,,,[],{},,[],,,2025-08-25 16:13:54,0.4,,,,,,United States,US,39.7837304,-100.445882,geocoded
Samsung Electronics America,667,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/70B18026-1C8B-EF11-8109-89D6F48D9B9D,https://www.samsung.com/us/business/solutions/industries/government/,www.samsung.com,"['https://twitter.com/SamsungBizUSA', 'https://www.instagram.com/samsungbusinessusa', 'https://www.linkedin.com/company/https://www.linkedin.com/showcase/galaxy-for-business/posts/?feedView=all', 'https://www.samsung.com/us/business/solutions/industries/government/']","{'twitter': 'https://twitter.com/SamsungBizUSA', 'instagram': 'https://www.instagram.com/samsungbusinessusa', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/showcase/galaxy-for-business/posts/?feedView=all'}",,[],,,2025-08-25 16:13:59,0.5,"
Contact Info
Erin Shirley

Samsung Electronics America
6625 Excellence Way
Plano, TX 75023",6625 Excellence Way,Plano,TX,75023,United States,US,,,unknown
Samtec,3547,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/E66096EF-2E8B-EF11-8109-89D6F48D9B9D,https://www.samtec.com,www.samtec.com,"['https://www.facebook.com/https://www.facebook.com/samtecinc', 'https://twitter.com/https://twitter.com/SamtecInc', 'https://www.linkedin.com/company/https://www.linkedin.com/company/samtec-inc', 'https://www.samtec.com']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/samtecinc', 'twitter': 'https://twitter.com/https://twitter.com/SamtecInc', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/samtec-inc'}","Samtec is a privately held, $1 Billion (USD) global manufacturer of a broad line of electronic interconnect solutions, including High-Speed Board-to-Board, High-Speed Cables, Rugged, Power, RF, Board-to-Board and Cable-to-Board Systems.",[],,,2025-08-25 16:14:04,0.8,"

Contact Info
Ty Atkins

Samtec
520 Park East Boulevard
New Albany, IN 47150",520 Park East Boulevard,New Albany,IN,47150,United States,US,38.3453425,-85.8238801,geocoded
"SAMYANG CHEMICAL C0., LTD.",7519,Hall DE,https://maps.goeshow.com/ausa/annual/2025/EE7E9055-DE4B-F011-8109-89D6F48D9B9D,https://www.samyangchem.com,www.samyangchem.com,['https://www.samyangchem.com'],{},"Samyang Chemical Industry Co., Ltd. is a leading South Korean defense company specializing in CBRN (Chemical, Biological, Radiological, and Nuclear) protection, ammunition, and camouflage systems. We provide high-quality products based on world-class technologies and standards.",[],,,2025-08-25 16:14:10,0.7,,,,,,USA,US,39.7837304,-100.445882,geocoded
"Samyang Fine Chemical CO., LTD",7519,Hall DE,https://maps.goeshow.com/ausa/annual/2025/93DDE094-1B4B-F011-8109-89D6F48D9B9D,https://www.syfc.co.kr,www.syfc.co.kr,['https://www.syfc.co.kr'],{},"Samyang Fine Chemical is the sole supplier of HTPB(hydroxyl Terminated Polybutadiene) for solid rocket propellant in South Korea. We've also been working with international clients, such as Hanwha Aerospace, Rafael, Roketsan, BAE Systems, L3 Harris and etc. Our company is recognized as a reliable and trustworthy partner.",[],,,2025-08-25 16:14:15,0.7,,,,,,South Korea,KR,36.638392,127.6961188,geocoded
SAP Public Services,3719,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/B515AC2A-538A-EF11-8107-E02365054D38,https://www.sap.com,www.sap.com,['https://www.sap.com'],{},"SAP supports defense and security organizations, providing integrated business applications that use intelligent technologies to deliver breakthrough business value. We invite you to explore this dedicated environment for the DOD to learn more about our approach to Intelligent Defense and how we can help enable ultimate mission readiness.",[],,,2025-08-25 16:14:21,0.8,"800
Washington, DC 20005",,Washington,DC,20005,United States,US,38.894861,-77.0401837,geocoded
SAPA Transmission,4325,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/CFD1B7FA-028B-EF11-8109-89D6F48D9B9D,https://www.sapatransmission.com,www.sapatransmission.com,"['https://www.linkedin.com/company/https://www.linkedin.com/company/sapa-transmission-inc', 'https://www.sapatransmission.com']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/sapa-transmission-inc'},"SAPA Transmission is a world leader in combat vehicle transmissions. Leveraging advanced technologies, SAPA Transmission’s ability to produce a transformative mobility solution truly enhances the fightability of US and allied nation combat vehicles today and into the future. For more information, visit https://sapatransmission.com/",[],,,2025-08-25 16:14:26,0.7,"

Contact Info
Will Werner

SAPA Transmission
51901 Shelby Parkway
Shelby Township, MI 48315",,,SA,,USA,US,38.7704462,-97.6669832,geocoded
SBG Systems,2641,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/2AF89B4C-5367-4F2B-86AF-E3BCF1DD523A,https://www.sbg-systems.com,www.sbg-systems.com,"['https://www.linkedin.com/company/linkedin.com/company/sbgsystems', 'https://www.sbg-systems.com']",{'linkedin': 'https://www.linkedin.com/company/linkedin.com/company/sbgsystems'},"SBG Systems designs and produces a complete range of inertial sensors based on state-of-the-art MEMS technology. This includes IMU, AHRS, MRU, INS, GNSS, with a very high performance level and compact design. These solutions are ideal for unmanned vehicle control, antenna tracking, camera stabilization, surveying applications.",[],,,2025-08-25 16:14:33,0.8,"202
Santa Ana, CA 92704",,Santa Ana,CA,92704,United States,US,33.7494951,-117.873221,geocoded
"SCD.USA Infrared, LLC",2261,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/60653238-F18A-EF11-8109-89D6F48D9B9D,,,[],{},,[],,,2025-08-25 16:14:36,0.4,,,,,,United States,US,39.7837304,-100.445882,geocoded
Scepter Inc.,461,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/DD31AE3F-1F8B-EF11-8109-89D6F48D9B9D,https://www.scepter.com,www.scepter.com,"['https://www.facebook.com/ScepterCan', 'https://twitter.com/ScepterCan', 'https://www.instagram.com/ScepterCan', 'https://www.linkedin.com/company/Myers Industries', 'https://www.scepter.com']","{'facebook': 'https://www.facebook.com/ScepterCan', 'twitter': 'https://twitter.com/ScepterCan', 'instagram': 'https://www.instagram.com/ScepterCan', 'linkedin': 'https://www.linkedin.com/company/Myers Industries'}","Lighter, better, and safer storage and transport solutions for fuel, water and large caliber ammunition, which pave the way for reduced costs, improved soldier health and decreased carbon emissions. Visit scepter.com to discover why defense forces around the world trust Scepter to serve alongside them.",[],,,2025-08-25 16:15:09,0.8,"
404 26th Ave NW
Miami, OK 74354",404 26th Ave,Miami,OK,74354,United States,US,36.9072907,-94.8847304,geocoded
