Institution Name,State,City,program,Contact Email,Website
Lincoln Technical Institute-Moorestown,NJ,Moorestown,HVAC,—,www.lincolntech.edu/campus/moorestown-nj
Knox County Career Center,OH,Mount Vernon,HVAC,kwilliams@knoxcc.org,https://www.knoxtechnicalcenter.com/
Knox County Career Center,OH,Mount Vernon,Welding,kwilliams@knoxcc.org,https://www.knoxtechnicalcenter.com/
Madison Adult Career Center,OH,Mansfield,Machine & Mechanical Systems,adaniels@madisonrams.net,www.madisonadultcc.org/
Madison Adult Career Center,OH,Mansfield,Welding,adaniels@madisonrams.net,www.madisonadultcc.org/
Remington College-Cleveland Campus,OH,Cleveland,Construction,—,https://www.remingtoncollege.edu/locations/cleveland/
Remington College-Cleveland Campus,OH,Cleveland,Welding,—,https://www.remingtoncollege.edu/locations/cleveland/
Brown & Clermont Adult Career Campuses,OH,Bethel,Welding,Vicki.Carrington@BCCareer.org,www.bccareer.org/
Chisholm Trail Technology Center,OK,Omega,Diesel & Automotive Tech,counselor@cttc.edu,www.cttc.edu/
Chisholm Trail Technology Center,OK,Omega,Welding,counselor@cttc.edu,www.cttc.edu/
Chisholm Trail Technology Center,OK,Omega,Construction,counselor@cttc.edu,www.cttc.edu/
Gordon Cooper Technology Center,OK,Shawnee,Diesel & Automotive Tech,juliem@gctech.edu,www.gctech.edu/
Gordon Cooper Technology Center,OK,Shawnee,Woodworking & Carpentry,juliem@gctech.edu,www.gctech.edu/
Gordon Cooper Technology Center,OK,Shawnee,HVAC,juliem@gctech.edu,www.gctech.edu/
Gordon Cooper Technology Center,OK,Shawnee,Machine & Mechanical Systems,juliem@gctech.edu,www.gctech.edu/
Gordon Cooper Technology Center,OK,Shawnee,Welding,juliem@gctech.edu,www.gctech.edu/
Kiamichi Technology Center-McAlester,OK,McAlester,Diesel & Automotive Tech,—,www.ktc.edu/
Kiamichi Technology Center-McAlester,OK,McAlester,Machine & Mechanical Systems,—,www.ktc.edu/
Kiamichi Technology Center-McAlester,OK,McAlester,HVAC,—,www.ktc.edu/
Kiamichi Technology Center-McAlester,OK,McAlester,Plumbing & Pipefitting,—,www.ktc.edu/
Kiamichi Technology Center-McAlester,OK,McAlester,Welding,—,www.ktc.edu/
Eastern Center for Arts and Technology,PA,Willow Grove,HVAC,cplesnarski@eastech.org,www.eastech.org/
Eastern Center for Arts and Technology,PA,Willow Grove,Diesel & Automotive Tech,cplesnarski@eastech.org,www.eastech.org/
Eastern Center for Arts and Technology,PA,Willow Grove,Welding,cplesnarski@eastech.org,www.eastech.org/
Eastern Center for Arts and Technology,PA,Willow Grove,Construction,cplesnarski@eastech.org,www.eastech.org/
College of the Marshall Islands,MH,Majuro,Woodworking & Carpentry,david.newnham@cmi.edu,https://www.cmi.edu/
Remington College-Fort Worth Campus,TX,North Richland Hills,Construction,—,https://www.remingtoncollege.edu/locations/fort-worth/
Remington College-Fort Worth Campus,TX,North Richland Hills,HVAC,—,https://www.remingtoncollege.edu/locations/fort-worth/
School of Automotive Machinists & Technology,TX,Houston,Machine & Mechanical Systems,admissions@samtech.edu,samtech.edu/
Centura College-Newport News,VA,Newport News,HVAC,—,https://www.centuracollege.edu/campuses/newport-news
Centura College-Newport News,VA,Newport News,Welding,—,https://www.centuracollege.edu/campuses/newport-news
Centura College-Norfolk,VA,Norfolk,Construction,—,https://www.centuracollege.edu/campuses/norfolk
Technical & Career Education Center,VA,Virginia Beach,HVAC,David.Swanger@vbschools.com,techcenter.vbschools.com/school/programs-of-study/licensed-practical-nursing
Technical & Career Education Center,VA,Virginia Beach,Diesel & Automotive Tech,David.Swanger@vbschools.com,techcenter.vbschools.com/school/programs-of-study/licensed-practical-nursing
Technical & Career Education Center,VA,Virginia Beach,Woodworking & Carpentry,David.Swanger@vbschools.com,techcenter.vbschools.com/school/programs-of-study/licensed-practical-nursing
Technical & Career Education Center,VA,Virginia Beach,Construction,David.Swanger@vbschools.com,techcenter.vbschools.com/school/programs-of-study/licensed-practical-nursing
Technical & Career Education Center,VA,Virginia Beach,Electronics,David.Swanger@vbschools.com,techcenter.vbschools.com/school/programs-of-study/licensed-practical-nursing
Technical & Career Education Center,VA,Virginia Beach,Plumbing & Pipefitting,David.Swanger@vbschools.com,techcenter.vbschools.com/school/programs-of-study/licensed-practical-nursing
Technical & Career Education Center,VA,Virginia Beach,Welding,David.Swanger@vbschools.com,techcenter.vbschools.com/school/programs-of-study/licensed-practical-nursing
Madison Oneida BOCES,NY,Verona,Diesel & Automotive Tech,publicrelations@moboces.org,www.moboces.org/programs_services/adulted/health_occupations
Madison Oneida BOCES,NY,Verona,Woodworking & Carpentry,publicrelations@moboces.org,www.moboces.org/programs_services/adulted/health_occupations
Madison Oneida BOCES,NY,Verona,HVAC,publicrelations@moboces.org,www.moboces.org/programs_services/adulted/health_occupations
Bay Mills Community College,MI,Brimley,Construction,rhunter@bmcc.edu,www.bmcc.edu/
CET-Coachella,CA,Coachella,Construction,—,https://cetweb.edu/
CET-Coachella,CA,Coachella,HVAC,—,https://cetweb.edu/
CET-Oxnard,CA,Oxnard,Construction,—,https://cetweb.edu/
CET-Santa Maria,CA,Santa Maria,Construction,—,https://www.cetweb.edu/
Greater Lowell Technical School,MA,Tyngsboro,Plumbing & Pipefitting,jdavis@gltech.org,https://www.gltech.org/
Greater Lowell Technical School,MA,Tyngsboro,Welding,jdavis@gltech.org,https://www.gltech.org/
Greater Lowell Technical School,MA,Tyngsboro,CAD/CAM Drafting,jdavis@gltech.org,https://www.gltech.org/
Genesis Career College-Lebanon,TN,Lebanon,HVAC,—,www.genesiscareer.edu/
Southwest College for the Deaf,TX,Big Spring,Construction,sstuteville@howardcollege.edu,https://howardcollege.edu/swcd/
Southwest College for the Deaf,TX,Big Spring,Plumbing & Pipefitting,sstuteville@howardcollege.edu,https://howardcollege.edu/swcd/
Southwest College for the Deaf,TX,Big Spring,Welding,sstuteville@howardcollege.edu,https://howardcollege.edu/swcd/
Hacienda La Puente Adult Education,CA,La Puente,Diesel & Automotive Tech,—,www.hlpae.com/
Hacienda La Puente Adult Education,CA,La Puente,Welding,—,www.hlpae.com/
Hacienda La Puente Adult Education,CA,La Puente,HVAC,—,www.hlpae.com/
Hawaii Community College,HI,Hilo,Welding,smurata@hawaii.edu,www.hawaii.hawaii.edu/
Hawaii Community College,HI,Hilo,Woodworking & Carpentry,smurata@hawaii.edu,www.hawaii.hawaii.edu/
Hawaii Community College,HI,Hilo,Machine & Mechanical Systems,smurata@hawaii.edu,www.hawaii.hawaii.edu/
Hawaii Community College,HI,Hilo,Electronics,smurata@hawaii.edu,www.hawaii.hawaii.edu/
Hawaii Community College,HI,Hilo,Diesel & Automotive Tech,smurata@hawaii.edu,www.hawaii.hawaii.edu/
Buckeye Joint Vocational School,OH,New Philadelphia,Diesel & Automotive Tech,balsept@buckeyecareercenter.org,www.buckeyecareercenter.org/
Buckeye Joint Vocational School,OH,New Philadelphia,Welding,balsept@buckeyecareercenter.org,www.buckeyecareercenter.org/
Greater Altoona Career & Technology Center,PA,Altoona,Welding,nicole.zernick@gactc.edu,www.gactc.edu/
Greater Altoona Career & Technology Center,PA,Altoona,Woodworking & Carpentry,nicole.zernick@gactc.edu,www.gactc.edu/
Greater Altoona Career & Technology Center,PA,Altoona,Machine & Mechanical Systems,nicole.zernick@gactc.edu,www.gactc.edu/
Greater Altoona Career & Technology Center,PA,Altoona,HVAC,nicole.zernick@gactc.edu,www.gactc.edu/
Greater Altoona Career & Technology Center,PA,Altoona,Diesel & Automotive Tech,nicole.zernick@gactc.edu,www.gactc.edu/
Erie 2 Chautauqua Cattaraugus BOCES,NY,Angola,Welding,>DORourke@e2ccb.org,www.e2ccb.org/
Erie 2 Chautauqua Cattaraugus BOCES,NY,Angola,Machine & Mechanical Systems,>DORourke@e2ccb.org,www.e2ccb.org/
Erie 2 Chautauqua Cattaraugus BOCES,NY,Angola,HVAC,>DORourke@e2ccb.org,www.e2ccb.org/
Erie 2 Chautauqua Cattaraugus BOCES,NY,Angola,Construction,>DORourke@e2ccb.org,www.e2ccb.org/
Erie 2 Chautauqua Cattaraugus BOCES,NY,Angola,Diesel & Automotive Tech,>DORourke@e2ccb.org,www.e2ccb.org/
Eastern New Mexico University Ruidoso Branch Community College,NM,Ruidoso,Construction,ryan.trosper@enmu.edu,www.ruidoso.enmu.edu/
Eastern New Mexico University Ruidoso Branch Community College,NM,Ruidoso,HVAC,ryan.trosper@enmu.edu,www.ruidoso.enmu.edu/
Eastern New Mexico University Ruidoso Branch Community College,NM,Ruidoso,Welding,ryan.trosper@enmu.edu,www.ruidoso.enmu.edu/
Heartland Community College,IL,Normal,Welding,Keith.Cornille@heartland.edu,https://www.heartland.edu/
Heartland Community College,IL,Normal,Electronics,Keith.Cornille@heartland.edu,https://www.heartland.edu/
Heartland Community College,IL,Normal,Construction,Keith.Cornille@heartland.edu,https://www.heartland.edu/
Heartland Community College,IL,Normal,Machine & Mechanical Systems,Keith.Cornille@heartland.edu,https://www.heartland.edu/
Mid-EastCTC-Adult Education,OH,Zanesville,Welding,ssabino@mideastctc.org,https://adulted.mideastctc.org/
Copper Mountain Community College,CA,Joshua Tree,Diesel & Automotive Tech,dotten@cmccd.edu,www.cmccd.edu/
Copper Mountain Community College,CA,Joshua Tree,CAD/CAM Drafting,dotten@cmccd.edu,www.cmccd.edu/
Coconino Community College,AZ,Flagstaff,Diesel & Automotive Tech,—,www.coconino.edu/
Coconino Community College,AZ,Flagstaff,Construction,—,www.coconino.edu/
Coconino Community College,AZ,Flagstaff,HVAC,—,www.coconino.edu/
Eastland-Fairfield Career and Technical Schools,OH,Groveport,HVAC,—,https://www.eastlandfairfield.com/
Eastland-Fairfield Career and Technical Schools,OH,Groveport,Welding,—,https://www.eastlandfairfield.com/
Mahoning County Career and Technical Center,OH,Canfield,Diesel & Automotive Tech,John.Zehentbauer@MahoningCTC.co,https://mahoningctc.com/adult
Mahoning County Career and Technical Center,OH,Canfield,Welding,John.Zehentbauer@MahoningCTC.co,https://mahoningctc.com/adult
Scioto County Career Technical Center,OH,Lucasville,Welding,—,www.sciototech.org/
Scioto County Career Technical Center,OH,Lucasville,Electronics,—,www.sciototech.org/
Remington College-Memphis Campus,TN,Memphis,Construction,—,https://www.remingtoncollege.edu/locations/memphis/
Industrial Management Training Institute,CT,Waterbury,HVAC,—,imti.edu/
Industrial Management Training Institute,CT,Waterbury,Plumbing & Pipefitting,—,imti.edu/
Saline County Career Center,MO,Marshall,Diesel & Automotive Tech,—,https://www.marshallschools.com/o/career-center
Cass Career Center,MO,Harrisonville,Diesel & Automotive Tech,anne.hickman@harrisonvilleschools.org,casscareercenter.com/
Cass Career Center,MO,Harrisonville,Construction,anne.hickman@harrisonvilleschools.org,casscareercenter.com/
Cass Career Center,MO,Harrisonville,Welding,anne.hickman@harrisonvilleschools.org,casscareercenter.com/
Washington County Career Center-Adult Technical Training,OH,Marietta,HVAC,—,https://www.thecareercenter.net/
Washington County Career Center-Adult Technical Training,OH,Marietta,Welding,—,https://www.thecareercenter.net/
Washington County Career Center-Adult Technical Training,OH,Marietta,Machine & Mechanical Systems,—,https://www.thecareercenter.net/
Vantage Career Center,OH,Van Wert,Welding,—,www.vantagecareercenter.com/
Indian Capital Technology Center-Muskogee,OK,Muskogee,Welding,kathy.adair@ictech.edu,www.ictech.edu/
Indian Capital Technology Center-Muskogee,OK,Muskogee,HVAC,kathy.adair@ictech.edu,www.ictech.edu/
Western Technology Center,OK,Burns Flat,Construction,—,https://www.westtech.edu/
Western Technology Center,OK,Burns Flat,HVAC,—,https://www.westtech.edu/
Western Technology Center,OK,Burns Flat,Welding,—,https://www.westtech.edu/
Eastern Oklahoma County Technology Center,OK,Choctaw,Welding,section504@eoctech.edu,www.eoctech.edu/
Venango County Area Vocational Technical School,PA,Oil City,Diesel & Automotive Tech,mfontanazza@vtc1.org,www.vtc1.org/
Venango County Area Vocational Technical School,PA,Oil City,CAD/CAM Drafting,mfontanazza@vtc1.org,www.vtc1.org/
Venango County Area Vocational Technical School,PA,Oil City,HVAC,mfontanazza@vtc1.org,www.vtc1.org/
Venango County Area Vocational Technical School,PA,Oil City,Welding,mfontanazza@vtc1.org,www.vtc1.org/
Venango County Area Vocational Technical School,PA,Oil City,Construction,mfontanazza@vtc1.org,www.vtc1.org/
Venango County Area Vocational Technical School,PA,Oil City,Machine & Mechanical Systems,mfontanazza@vtc1.org,www.vtc1.org/
Venango County Area Vocational Technical School,PA,Oil City,Electronics,mfontanazza@vtc1.org,www.vtc1.org/
Lancaster County Career and Technology Center,PA,Willow Street,Welding,dmsmith@lancasterctc.edu,www.lancasterctc.edu/
Lancaster County Career and Technology Center,PA,Willow Street,HVAC,dmsmith@lancasterctc.edu,www.lancasterctc.edu/
Lancaster County Career and Technology Center,PA,Willow Street,Machine & Mechanical Systems,dmsmith@lancasterctc.edu,www.lancasterctc.edu/
Indiana County Technology Center,PA,Indiana,Construction,info@ictc.edu,www.ictc.edu/
Indiana County Technology Center,PA,Indiana,Diesel & Automotive Tech,info@ictc.edu,www.ictc.edu/
Northern Tier Career Center,PA,Towanda,Diesel & Automotive Tech,gmartell@ntccschool.org,https://www.ntccschool.org/
Northern Tier Career Center,PA,Towanda,HVAC,gmartell@ntccschool.org,https://www.ntccschool.org/
Northern Tier Career Center,PA,Towanda,Welding,gmartell@ntccschool.org,https://www.ntccschool.org/
All-State Career School-Pittsburgh,PA,West Mifflin,HVAC,—,https://www.allstatecareer.edu/
All-State Career School-Pittsburgh,PA,West Mifflin,Welding,—,https://www.allstatecareer.edu/
United Technical Center,WV,Clarksburg,Welding,mcall@k12.wv.us,unitedtechnicalcenterwv.com/
United Technical Center,WV,Clarksburg,Woodworking & Carpentry,mcall@k12.wv.us,unitedtechnicalcenterwv.com/
United Technical Center,WV,Clarksburg,Machine & Mechanical Systems,mcall@k12.wv.us,unitedtechnicalcenterwv.com/
United Technical Center,WV,Clarksburg,CAD/CAM Drafting,mcall@k12.wv.us,unitedtechnicalcenterwv.com/
Charles H McCann Technical School,MA,North Adams,Diesel & Automotive Tech,jbrosnan@mccanntech.org,www.mccanntech.org/
Charles H McCann Technical School,MA,North Adams,Machine & Mechanical Systems,jbrosnan@mccanntech.org,www.mccanntech.org/
Charles H McCann Technical School,MA,North Adams,Construction,jbrosnan@mccanntech.org,www.mccanntech.org/
Charles H McCann Technical School,MA,North Adams,Welding,jbrosnan@mccanntech.org,www.mccanntech.org/
Putnam Career and Technical Center,WV,Eleanor,Diesel & Automotive Tech,—,www.pctc.edu/
Putnam Career and Technical Center,WV,Eleanor,HVAC,—,www.pctc.edu/
Putnam Career and Technical Center,WV,Eleanor,Welding,—,www.pctc.edu/
Oconee Fall Line Technical College,GA,Sandersville,Diesel & Automotive Tech,eharden@oftc.edu,www.oftc.edu/
Oconee Fall Line Technical College,GA,Sandersville,HVAC,eharden@oftc.edu,www.oftc.edu/
Oconee Fall Line Technical College,GA,Sandersville,Construction,eharden@oftc.edu,www.oftc.edu/
Oconee Fall Line Technical College,GA,Sandersville,Electronics,eharden@oftc.edu,www.oftc.edu/
Oconee Fall Line Technical College,GA,Sandersville,Welding,eharden@oftc.edu,www.oftc.edu/
Oconee Fall Line Technical College,GA,Sandersville,Machine & Mechanical Systems,eharden@oftc.edu,www.oftc.edu/
York County Community College,ME,Wells,Welding,mfischer@mainecc.edu,https://www.yccc.edu/
Tillamook Bay Community College,OR,Tillamook,Welding,lorielund@tillamookbaycc.edu,tillamookbaycc.edu/
Tillamook Bay Community College,OR,Tillamook,Construction,lorielund@tillamookbaycc.edu,tillamookbaycc.edu/
Tillamook Bay Community College,OR,Tillamook,Machine & Mechanical Systems,lorielund@tillamookbaycc.edu,tillamookbaycc.edu/
Vanguard-Sentinel Adult Career and Technology Center,OH,Fremont,Construction,—,https://www.vscc.k12.oh.us/adult-ed/
Vanguard-Sentinel Adult Career and Technology Center,OH,Fremont,Diesel & Automotive Tech,—,https://www.vscc.k12.oh.us/adult-ed/
Vanguard-Sentinel Adult Career and Technology Center,OH,Fremont,Machine & Mechanical Systems,—,https://www.vscc.k12.oh.us/adult-ed/
San Joaquin Valley College-Trades Education Center,CA,Fresno,HVAC,—,www.sjvc.edu/
Oregon Coast Community College,OR,Newport,Welding,bruce.clemetsen@oregoncoast.edu,www.oregoncoastcc.org/
Osceola Technical College,FL,Kissimmee,Construction,—,osceolaschools.net/otech
Osceola Technical College,FL,Kissimmee,HVAC,—,osceolaschools.net/otech
Osceola Technical College,FL,Kissimmee,Woodworking & Carpentry,—,osceolaschools.net/otech
Osceola Technical College,FL,Kissimmee,Plumbing & Pipefitting,—,osceolaschools.net/otech
Osceola Technical College,FL,Kissimmee,Welding,—,osceolaschools.net/otech
Osceola Technical College,FL,Kissimmee,Diesel & Automotive Tech,—,osceolaschools.net/otech
Green Country Technology Center,OK,Okmulgee,Machine & Mechanical Systems,—,gctcok.edu/
Green Country Technology Center,OK,Okmulgee,Construction,—,gctcok.edu/
Green Country Technology Center,OK,Okmulgee,HVAC,—,gctcok.edu/
Green Country Technology Center,OK,Okmulgee,Welding,—,gctcok.edu/
Klamath Community College,OR,Klamath Falls,Diesel & Automotive Tech,gutierrezr@klamathcc.edu,https://www.klamathcc.edu/
Klamath Community College,OR,Klamath Falls,Machine & Mechanical Systems,gutierrezr@klamathcc.edu,https://www.klamathcc.edu/
Klamath Community College,OR,Klamath Falls,Welding,gutierrezr@klamathcc.edu,https://www.klamathcc.edu/
Cayuga Onondaga BOCES,NY,Auburn,Diesel & Automotive Tech,mquanbeck@cayboces.org,www.cayboces.org/
Cayuga Onondaga BOCES,NY,Auburn,Construction,mquanbeck@cayboces.org,www.cayboces.org/
Cayuga Onondaga BOCES,NY,Auburn,Machine & Mechanical Systems,mquanbeck@cayboces.org,www.cayboces.org/
Cayuga Onondaga BOCES,NY,Auburn,Welding,mquanbeck@cayboces.org,www.cayboces.org/
Clearfield County Career and Technology Center,PA,Clearfield,Diesel & Automotive Tech,mmowrey@ccctc.edu,ccctc.edu/
Clearfield County Career and Technology Center,PA,Clearfield,Woodworking & Carpentry,mmowrey@ccctc.edu,ccctc.edu/
Clearfield County Career and Technology Center,PA,Clearfield,HVAC,mmowrey@ccctc.edu,ccctc.edu/
Clearfield County Career and Technology Center,PA,Clearfield,Welding,mmowrey@ccctc.edu,ccctc.edu/
Delaware County Intermediate Unit,PA,Broomall,Construction,medelberg@dciu.org,https://www.dciu.org/
Delaware County Intermediate Unit,PA,Broomall,Welding,medelberg@dciu.org,https://www.dciu.org/
Delaware County Intermediate Unit,PA,Broomall,HVAC,medelberg@dciu.org,https://www.dciu.org/
Delaware County Intermediate Unit,PA,Broomall,Woodworking & Carpentry,medelberg@dciu.org,https://www.dciu.org/
Mid-Del Technology Center,OK,Midwest City,HVAC,rfoster@mid-del.net,www.middeltech.com/
Mid-Del Technology Center,OK,Midwest City,Plumbing & Pipefitting,rfoster@mid-del.net,www.middeltech.com/
Mid-Del Technology Center,OK,Midwest City,Welding,rfoster@mid-del.net,www.middeltech.com/
Mid-Del Technology Center,OK,Midwest City,Diesel & Automotive Tech,rfoster@mid-del.net,www.middeltech.com/
Dutchess BOCES Career Technical Institute,NY,Poughkeepsie,Construction,darlene.westinghouse@dcboces.org,https://www.dcboces.org/cti/lpn
Dutchess BOCES Career Technical Institute,NY,Poughkeepsie,HVAC,darlene.westinghouse@dcboces.org,https://www.dcboces.org/cti/lpn
Dutchess BOCES Career Technical Institute,NY,Poughkeepsie,Welding,darlene.westinghouse@dcboces.org,https://www.dcboces.org/cti/lpn
Dutchess BOCES Career Technical Institute,NY,Poughkeepsie,Diesel & Automotive Tech,darlene.westinghouse@dcboces.org,https://www.dcboces.org/cti/lpn
Institute of Technology,CA,Clovis,HVAC,—,www.iot.edu/
Institute of Technology,CA,Clovis,Welding,—,www.iot.edu/
Ocean County Vocational-Technical School,NJ,Toms River,Construction,khomiek@ocvts.org,www.ocvts.org/
Ocean County Vocational-Technical School,NJ,Toms River,Woodworking & Carpentry,khomiek@ocvts.org,www.ocvts.org/
Ocean County Vocational-Technical School,NJ,Toms River,HVAC,khomiek@ocvts.org,www.ocvts.org/
Ocean County Vocational-Technical School,NJ,Toms River,Plumbing & Pipefitting,khomiek@ocvts.org,www.ocvts.org/
Ocean County Vocational-Technical School,NJ,Toms River,Welding,khomiek@ocvts.org,www.ocvts.org/
Okaloosa Technical College,FL,Fort Walton Beach,Woodworking & Carpentry,—,www.otcollege.net/
Okaloosa Technical College,FL,Fort Walton Beach,Plumbing & Pipefitting,—,www.otcollege.net/
Okaloosa Technical College,FL,Fort Walton Beach,HVAC,—,www.otcollege.net/
Okaloosa Technical College,FL,Fort Walton Beach,Welding,—,www.otcollege.net/
Okaloosa Technical College,FL,Fort Walton Beach,Diesel & Automotive Tech,—,www.otcollege.net/
Lincoln Technical Institute-Lincoln,RI,Lincoln,HVAC,—,www.lincolntech.edu/campus/lincoln-ri
Lincoln Technical Institute-Lincoln,RI,Lincoln,Welding,—,www.lincolntech.edu/campus/lincoln-ri
Wayne County Schools Career Center,OH,Smithville,HVAC,LMoomaw@wcscc.edu,www.wayne-jvs.k12.oh.us/
Wayne County Schools Career Center,OH,Smithville,Welding,LMoomaw@wcscc.edu,www.wayne-jvs.k12.oh.us/
Wayne County Schools Career Center,OH,Smithville,Machine & Mechanical Systems,LMoomaw@wcscc.edu,www.wayne-jvs.k12.oh.us/
South Louisiana Community College,LA,Lafayette,CAD/CAM Drafting,Vincent.June@solacc.edu,https://www.solacc.edu/
South Louisiana Community College,LA,Lafayette,Diesel & Automotive Tech,Vincent.June@solacc.edu,https://www.solacc.edu/
South Louisiana Community College,LA,Lafayette,HVAC,Vincent.June@solacc.edu,https://www.solacc.edu/
South Louisiana Community College,LA,Lafayette,Welding,Vincent.June@solacc.edu,https://www.solacc.edu/
South Louisiana Community College,LA,Lafayette,Machine & Mechanical Systems,Vincent.June@solacc.edu,https://www.solacc.edu/
Universal Technical Institute of California Inc,CA,Rancho Cucamonga,Welding,StudentServicesSupportTeamRancho@uti.edu,www.uti.edu/
Universal Technical Institute of California Inc,CA,Rancho Cucamonga,Diesel & Automotive Tech,StudentServicesSupportTeamRancho@uti.edu,www.uti.edu/
Universal Technical Institute of California Inc,CA,Rancho Cucamonga,Electronics,StudentServicesSupportTeamRancho@uti.edu,www.uti.edu/
Universal Technical Institute of California Inc,CA,Rancho Cucamonga,Machine & Mechanical Systems,StudentServicesSupportTeamRancho@uti.edu,www.uti.edu/
Universal Technical Institute of California Inc,CA,Rancho Cucamonga,HVAC,StudentServicesSupportTeamRancho@uti.edu,www.uti.edu/
New York Automotive and Diesel Institute,NY,Jamaica,Diesel & Automotive Tech,admissions@nyadi.edu,www.nyadi.edu/
New York Automotive and Diesel Institute,NY,Jamaica,HVAC,admissions@nyadi.edu,www.nyadi.edu/
Interactive College of Technology,TX,Pasadena,HVAC,—,www.ict.edu/campuses/tx/pasadena/
Career School of Texas,TX,Houston,HVAC,—,www.txbarber.edu/
M-DCPS The English Center,FL,Miami,HVAC,—,www.tecmiami.com/
San Joaquin Valley College-Ontario,CA,Ontario,HVAC,—,sjvc.edu/
San Joaquin Valley College-Ontario,CA,Ontario,Construction,—,sjvc.edu/
Technical Institute - Mooresville,NC,Mooresville,Diesel & Automotive Tech,UTIMooresvilleStudentServicesTeam@uti.edu,www.uti.edu/
Technical Institute - Mooresville,NC,Mooresville,Electronics,UTIMooresvilleStudentServicesTeam@uti.edu,www.uti.edu/
Technical Institute - Mooresville,NC,Mooresville,Welding,UTIMooresvilleStudentServicesTeam@uti.edu,www.uti.edu/
Technical Institute - Mooresville,NC,Mooresville,HVAC,UTIMooresvilleStudentServicesTeam@uti.edu,www.uti.edu/
Jay's Technical Institute,TX,Houston,HVAC,—,jtisite.wix.com/jaysbarberandbeauty
South Florida Institute of Technology,FL,Miami,Construction,—,www.sf-institute.com/
South Florida Institute of Technology,FL,Miami,HVAC,—,www.sf-institute.com/
South Florida Institute of Technology,FL,Miami,Plumbing & Pipefitting,—,www.sf-institute.com/
InterCoast Colleges-West Covina,CA,West Covina,HVAC,—,https://www.intercoast.edu/
ATA College,CA,El Cajon,HVAC,info@atacollege.edu,https://atacollege.edu/
Mountwest Community and Technical College,WV,Huntington,Welding,President@mctc.edu,www.mctc.edu/
Mountwest Community and Technical College,WV,Huntington,Electronics,President@mctc.edu,www.mctc.edu/
Mountwest Community and Technical College,WV,Huntington,Machine & Mechanical Systems,President@mctc.edu,www.mctc.edu/
Remington College-North Houston Campus,TX,Houston,Construction,admissions@remingtoncollege.edu,https://www.remingtoncollege.edu/locations/houston/greenspoint/
Remington College-North Houston Campus,TX,Houston,HVAC,admissions@remingtoncollege.edu,https://www.remingtoncollege.edu/locations/houston/greenspoint/
Remington College-North Houston Campus,TX,Houston,Welding,admissions@remingtoncollege.edu,https://www.remingtoncollege.edu/locations/houston/greenspoint/
Universal Technical Institute of Pennsylvania Inc,PA,Exton,Diesel & Automotive Tech,UTIExton-StudentServices@uti.edu,www.uti.edu/
Universal Technical Institute of Pennsylvania Inc,PA,Exton,Electronics,UTIExton-StudentServices@uti.edu,www.uti.edu/
Universal Technical Institute of Pennsylvania Inc,PA,Exton,Welding,UTIExton-StudentServices@uti.edu,www.uti.edu/
Employment Solutions-College for Technical Education,KY,Lexington,Construction,rchristman@employmentsolutionsinc.org,https://cte.edu/
Employment Solutions-College for Technical Education,KY,Lexington,HVAC,rchristman@employmentsolutionsinc.org,https://cte.edu/
Delta Technical College-Mississippi,MS,Horn Lake,HVAC,—,www.deltatechnicalcollege.com/
Delta Technical College-Mississippi,MS,Horn Lake,Welding,—,www.deltatechnicalcollege.com/
Delta Technical College-Mississippi,MS,Horn Lake,Plumbing & Pipefitting,—,www.deltatechnicalcollege.com/
New River Community and Technical College,WV,Beaver,Diesel & Automotive Tech,lmidkiff@newriver.edu,https://www.newriver.edu/
New River Community and Technical College,WV,Beaver,Welding,lmidkiff@newriver.edu,https://www.newriver.edu/
UEI College-West Covina,CA,West Covina,Diesel & Automotive Tech,—,https://www.uei.edu/
UEI College-West Covina,CA,West Covina,HVAC,—,https://www.uei.edu/
Mountainland Technical College,UT,Lehi,Plumbing & Pipefitting,cchristensen@mtec.edu,https://mtec.edu/
Mountainland Technical College,UT,Lehi,Diesel & Automotive Tech,cchristensen@mtec.edu,https://mtec.edu/
Mountainland Technical College,UT,Lehi,Construction,cchristensen@mtec.edu,https://mtec.edu/
Mountainland Technical College,UT,Lehi,Machine & Mechanical Systems,cchristensen@mtec.edu,https://mtec.edu/
Mountainland Technical College,UT,Lehi,Welding,cchristensen@mtec.edu,https://mtec.edu/
Universal Technical Institute - Sacramento,CA,Sacramento,Diesel & Automotive Tech,StudentServicesSupportTeamSacramento@uti.edu,www.uti.edu/
Universal Technical Institute - Sacramento,CA,Sacramento,HVAC,StudentServicesSupportTeamSacramento@uti.edu,www.uti.edu/
Universal Technical Institute - Sacramento,CA,Sacramento,Welding,StudentServicesSupportTeamSacramento@uti.edu,www.uti.edu/
Stautzenberger College-Brecksville,OH,Brecksville,Construction,—,https://www.sctoday.edu/
Stautzenberger College-Brecksville,OH,Brecksville,HVAC,—,https://www.sctoday.edu/
Automotive Training Center-Warminster,PA,Warminster,Diesel & Automotive Tech,—,www.autotraining.edu/
CBT Technology Institute-Main Campus,FL,Miami,HVAC,—,www.cbt.edu/
CBT Technology Institute-Main Campus,FL,Miami,Construction,—,www.cbt.edu/
CBT Technology Institute-Hialeah,FL,Hialeah,HVAC,—,www.cbt.edu/
CBT Technology Institute-Hialeah,FL,Hialeah,Construction,—,www.cbt.edu/
Valley College of Medical Careers,CA,West Hills,HVAC,—,www.valleycollegeofmedicalcareers.info/
