Institution Name,State,City,program,Contact Email,Website,Contact Name
Virginia Highlands Community College,VA,Abingdon,HVAC,ahutchison@vhcc.edu,www.vhcc.edu/,"Adam Hutchison"
Virginia Highlands Community College,VA,Abingdon,Machine & Mechanical Systems,ahutchison@vhcc.edu,www.vhcc.edu/,"Adam Hutchison"
Virginia Highlands Community College,VA,Abingdon,Welding,ahutchison@vhcc.edu,www.vhcc.edu/,"Adam Hutchison"
Virginia Western Community College,VA,Roanoke,Diesel & Automotive Tech,abalzer@virginiawestern.edu,virginiawestern.edu/,Amy Balzer
Virginia Western Community College,VA,Roanoke,HVAC,abalzer@virginiawestern.edu,virginiawestern.edu/,Amy Balzer
Virginia Western Community College,VA,Roanoke,Construction,abalzer@virginiawestern.edu,virginiawestern.edu/,Amy Balzer
Virginia Western Community College,VA,Roanoke,Plumbing & Pipefitting,abalzer@virginiawestern.edu,virginiawestern.edu/,Amy Balzer
Virginia Western Community College,VA,Roanoke,Machine & Mechanical Systems,abalzer@virginiawestern.edu,virginiawestern.edu/,Amy Balzer
Virginia Western Community College,VA,Roanoke,CAD/CAM Drafting,abalzer@virginiawestern.edu,virginiawestern.edu/,Amy Balzer
Wytheville Community College,VA,Wytheville,Welding,dsprinkle@wcc.vccs.edu,www.wcc.vccs.edu/,Dean Sprinkle
Wytheville Community College,VA,Wytheville,Woodworking & Carpentry,dsprinkle@wcc.vccs.edu,www.wcc.vccs.edu/,Dean Sprinkle
Wytheville Community College,VA,Wytheville,HVAC,dsprinkle@wcc.vccs.edu,www.wcc.vccs.edu/,Dean Sprinkle
Wytheville Community College,VA,Wytheville,Machine & Mechanical Systems,dsprinkle@wcc.vccs.edu,www.wcc.vccs.edu/,Dean Sprinkle
Wytheville Community College,VA,Wytheville,Plumbing & Pipefitting,dsprinkle@wcc.vccs.edu,www.wcc.vccs.edu/,Dean Sprinkle
Wytheville Community College,VA,Wytheville,Diesel & Automotive Tech,dsprinkle@wcc.vccs.edu,www.wcc.vccs.edu/,Dean Sprinkle
Bellingham Technical College,WA,Bellingham,Diesel & Automotive Tech,jlemerond@btc.edu,https://www.btc.edu/,James Lemerond
Bellingham Technical College,WA,Bellingham,HVAC,jlemerond@btc.edu,https://www.btc.edu/,James Lemerond
Bellingham Technical College,WA,Bellingham,Machine & Mechanical Systems,jlemerond@btc.edu,https://www.btc.edu/,James Lemerond
Bellingham Technical College,WA,Bellingham,Welding,jlemerond@btc.edu,https://www.btc.edu/,James Lemerond
Big Bend Community College,WA,Moses Lake,Diesel & Automotive Tech,sarat@bigbend.edu,https://www.bigbend.edu/,Sara Thompson Tweedy
Big Bend Community College,WA,Moses Lake,Machine & Mechanical Systems,sarat@bigbend.edu,https://www.bigbend.edu/,Sara Thompson Tweedy
Big Bend Community College,WA,Moses Lake,Welding,sarat@bigbend.edu,https://www.bigbend.edu/,Sara Thompson Tweedy
Clark College,WA,Vancouver,Diesel & Automotive Tech,kedwards@clark.edu,https://www.clark.edu/,Karin Edwards
Clark College,WA,Vancouver,Welding,kedwards@clark.edu,https://www.clark.edu/,Karin Edwards
Clark College,WA,Vancouver,Machine & Mechanical Systems,kedwards@clark.edu,https://www.clark.edu/,Karin Edwards
Clover Park Technical College,WA,Lakewood,Diesel & Automotive Tech,—,www.cptc.edu/,Joyce Loveday
Clover Park Technical College,WA,Lakewood,Machine & Mechanical Systems,—,www.cptc.edu/,Joyce Loveday
Clover Park Technical College,WA,Lakewood,Construction,—,www.cptc.edu/,Joyce Loveday
Clover Park Technical College,WA,Lakewood,HVAC,—,www.cptc.edu/,Joyce Loveday
Clover Park Technical College,WA,Lakewood,Welding,—,www.cptc.edu/,Joyce Loveday
Columbia Basin College,WA,Pasco,Diesel & Automotive Tech,—,www.columbiabasin.edu/,Rebekah Woods
Columbia Basin College,WA,Pasco,Welding,—,www.columbiabasin.edu/,Rebekah Woods
Columbia Basin College,WA,Pasco,Machine & Mechanical Systems,—,www.columbiabasin.edu/,Rebekah Woods
Divers Institute of Technology,WA,Seattle,Welding,—,www.diversinstitute.edu/,General Phone
Edmonds College,WA,Lynnwood,Machine & Mechanical Systems,kristi.lagrutta@edmonds.edu,www.edmonds.edu/,Kristi Lagrutta
Everett Community College,WA,Everett,Welding,admissions@everettcc.edu,www.everettcc.edu/,Admissions Office
Everett Community College,WA,Everett,Machine & Mechanical Systems,admissions@everettcc.edu,www.everettcc.edu/,Admissions Office
Everett Community College,WA,Everett,CAD/CAM Drafting,admissions@everettcc.edu,www.everettcc.edu/,Admissions Office
The Evergreen State College,WA,Olympia,Woodworking & Carpentry,Noah.Coburn@evergreen.edu,https://www.evergreen.edu/,Noah Coburn
Pierce College District,WA,Lakewood,Construction,outreach@pierce.ctc.edu,www.pierce.ctc.edu/,General Contact
Grays Harbor College,WA,Aberdeen,Diesel & Automotive Tech,carli.schiffner@ghc.edu,www.ghc.edu/,Carli Schiffner
Grays Harbor College,WA,Aberdeen,Woodworking & Carpentry,carli.schiffner@ghc.edu,www.ghc.edu/,Carli Schiffner
Grays Harbor College,WA,Aberdeen,Welding,carli.schiffner@ghc.edu,www.ghc.edu/,Carli Schiffner
Green River College,WA,Auburn,Diesel & Automotive Tech,welcomedesk@greenriver.edu,https://www.greenriver.edu/,General Contact
Green River College,WA,Auburn,Woodworking & Carpentry,welcomedesk@greenriver.edu,https://www.greenriver.edu/,General Contact
Green River College,WA,Auburn,Machine & Mechanical Systems,welcomedesk@greenriver.edu,https://www.greenriver.edu/,General Contact
Green River College,WA,Auburn,Welding,welcomedesk@greenriver.edu,https://www.greenriver.edu/,General Contact
Highline College,WA,Des Moines,CAD/CAM Drafting,jmosby@highline.edu,www.highline.edu/,"John Mosby"
Bates Technical College,WA,Tacoma,Machine & Mechanical Systems,info@BatesTech.edu,https://www.batestech.edu/,General Info
Bates Technical College,WA,Tacoma,Diesel & Automotive Tech,info@BatesTech.edu,https://www.batestech.edu/,General Info
Bates Technical College,WA,Tacoma,Woodworking & Carpentry,info@BatesTech.edu,https://www.batestech.edu/,General Info
Bates Technical College,WA,Tacoma,HVAC,info@BatesTech.edu,https://www.batestech.edu/,General Info
Bates Technical College,WA,Tacoma,Welding,info@BatesTech.edu,https://www.batestech.edu/,General Info
Lake Washington Institute of Technology,WA,Kirkland,Electronics,Amy.Morrison@lwtech.edu,https://www.lwtech.edu/,Amy Morrison
Lake Washington Institute of Technology,WA,Kirkland,Machine & Mechanical Systems,Amy.Morrison@lwtech.edu,https://www.lwtech.edu/,Amy Morrison
Lake Washington Institute of Technology,WA,Kirkland,Welding,Amy.Morrison@lwtech.edu,https://www.lwtech.edu/,Amy Morrison
Lake Washington Institute of Technology,WA,Kirkland,Diesel & Automotive Tech,Amy.Morrison@lwtech.edu,https://www.lwtech.edu/,Amy Morrison
Lower Columbia College,WA,Longview,Diesel & Automotive Tech,tpowell@lowercolumbia.edu,https://lowercolumbia.edu/,Tracy Powell
Lower Columbia College,WA,Longview,Machine & Mechanical Systems,tpowell@lowercolumbia.edu,https://lowercolumbia.edu/,Tracy Powell
Lower Columbia College,WA,Longview,Welding,tpowell@lowercolumbia.edu,https://lowercolumbia.edu/,Tracy Powell
North Seattle College,WA,Seattle,Machine & Mechanical Systems,Rachel.Solemsaas@seattlecolleges.edu,www.northseattle.edu/,Rachel Solemsaas
Olympic College,WA,Bremerton,Construction,rbarley@olympic.edu,www.olympic.edu/,Richard Barley
Olympic College,WA,Bremerton,Machine & Mechanical Systems,rbarley@olympic.edu,www.olympic.edu/,Richard Barley
Olympic College,WA,Bremerton,Welding,rbarley@olympic.edu,www.olympic.edu/,Richard Barley
Perry Technical Institute,WA,Yakima,Diesel & Automotive Tech,—,www.perrytech.edu/,General Phone
Perry Technical Institute,WA,Yakima,Construction,—,www.perrytech.edu/,General Phone
Perry Technical Institute,WA,Yakima,HVAC,—,www.perrytech.edu/,General Phone
Perry Technical Institute,WA,Yakima,Machine & Mechanical Systems,—,www.perrytech.edu/,General Phone
Perry Technical Institute,WA,Yakima,Welding,—,www.perrytech.edu/,General Phone
Peninsula College,WA,Port Angeles,Diesel & Automotive Tech,sames@pencol.edu,www.pencol.edu/,Suzy Ames
Peninsula College,WA,Port Angeles,Construction,sames@pencol.edu,www.pencol.edu/,Suzy Ames
Peninsula College,WA,Port Angeles,Welding,sames@pencol.edu,www.pencol.edu/,Suzy Ames
Renton Technical College,WA,Renton,Machine & Mechanical Systems,yharden@rtc.edu,www.rtc.edu/,Yoshiko Harden
Renton Technical College,WA,Renton,Welding,yharden@rtc.edu,www.rtc.edu/,Yoshiko Harden
Renton Technical College,WA,Renton,Diesel & Automotive Tech,yharden@rtc.edu,www.rtc.edu/,Yoshiko Harden
South Seattle College,WA,Seattle,Diesel & Automotive Tech,Monica.Brown@seattlecolleges.edu,southseattle.edu/,Monica Brown
South Seattle College,WA,Seattle,Machine & Mechanical Systems,Monica.Brown@seattlecolleges.edu,southseattle.edu/,Monica Brown
South Seattle College,WA,Seattle,Welding,Monica.Brown@seattlecolleges.edu,southseattle.edu/,Monica Brown
Seattle Central College,WA,Seattle,Woodworking & Carpentry,Chantae.Recasner@seattlecolleges.edu,seattlecentral.edu/,Chantae Recasner
Seattle Central College,WA,Seattle,Construction,Chantae.Recasner@seattlecolleges.edu,seattlecentral.edu/,Chantae Recasner
Shoreline Community College,WA,Shoreline,Diesel & Automotive Tech,—,www.shoreline.edu/,"General Assistance"
Shoreline Community College,WA,Shoreline,Machine & Mechanical Systems,—,www.shoreline.edu/,"General Assistance"
Skagit Valley College,WA,Mount Vernon,Diesel & Automotive Tech,Chris.Villa@skagit.edu,www.skagit.edu/,Christopher Villa
Skagit Valley College,WA,Mount Vernon,Welding,Chris.Villa@skagit.edu,www.skagit.edu/,Christopher Villa
South Puget Sound Community College,WA,Olympia,Diesel & Automotive Tech,tstokes@spscc.edu,www.spscc.edu/,Timothy Stokes
South Puget Sound Community College,WA,Olympia,Welding,tstokes@spscc.edu,www.spscc.edu/,Timothy Stokes
South Puget Sound Community College,WA,Olympia,Machine & Mechanical Systems,tstokes@spscc.edu,www.spscc.edu/,Timothy Stokes
South Puget Sound Community College,WA,Olympia,CAD/CAM Drafting,tstokes@spscc.edu,www.spscc.edu/,Timothy Stokes
Spokane Community College,WA,Spokane,Diesel & Automotive Tech,Jenni.Martin@scc.spokane.edu,https://scc.spokane.edu/,Jenni Martin
Spokane Community College,WA,Spokane,Woodworking & Carpentry,Jenni.Martin@scc.spokane.edu,https://scc.spokane.edu/,Jenni Martin
Spokane Community College,WA,Spokane,Electronics,Jenni.Martin@scc.spokane.edu,https://scc.spokane.edu/,Jenni Martin
Spokane Community College,WA,Spokane,HVAC,Jenni.Martin@scc.spokane.edu,https://scc.spokane.edu/,Jenni Martin
Spokane Community College,WA,Spokane,Machine & Mechanical Systems,Jenni.Martin@scc.spokane.edu,https://scc.spokane.edu/,Jenni Martin
Spokane Community College,WA,Spokane,Welding,Jenni.Martin@scc.spokane.edu,https://scc.spokane.edu/,Jenni Martin
Walla Walla Community College,WA,Walla Walla,Diesel & Automotive Tech,chad.hickox@wwcc.edu,https://www.wwcc.edu/,Dr. Chad Hickox
Walla Walla Community College,WA,Walla Walla,Welding,chad.hickox@wwcc.edu,https://www.wwcc.edu/,Dr. Chad Hickox
Walla Walla University,WA,College Place,Diesel & Automotive Tech,alex.bryan@wallawalla.edu,https://www.wallawalla.edu/,Alex Bryan
Wenatchee Valley College,WA,Wenatchee,Diesel & Automotive Tech,—,www.wvc.edu/,Dr. Faimous Harrison
Wenatchee Valley College,WA,Wenatchee,CAD/CAM Drafting,—,www.wvc.edu/,Dr. Faimous Harrison
Wenatchee Valley College,WA,Wenatchee,Electronics,—,www.wvc.edu/,Dr. Faimous Harrison
Wenatchee Valley College,WA,Wenatchee,Machine & Mechanical Systems,—,www.wvc.edu/,Dr. Faimous Harrison
Wenatchee Valley College,WA,Wenatchee,Welding,—,www.wvc.edu/,Dr. Faimous Harrison
Yakima Valley College,WA,Yakima,Diesel & Automotive Tech,jsheehan@yvcc.edu,https://www.yvcc.edu/,Jocelyn Sheehan	
Yakima Valley College,WA,Yakima,CAD/CAM Drafting,jsheehan@yvcc.edu,https://www.yvcc.edu/,Jocelyn Sheehan	
Ben Franklin Career Center,WV,Dunbar,HVAC,—,bf.kana.k12.wv.us/,General Phone
Ben Franklin Career Center,WV,Dunbar,Welding,—,bf.kana.k12.wv.us/,General Phone
James Rumsey Technical Institute - Adult Education,WV,Martinsburg,Diesel & Automotive Tech,katelyn.penwell@k12.wv.us,www.jamesrumsey.com/,Kate Penwell
James Rumsey Technical Institute - Adult Education,WV,Martinsburg,HVAC,katelyn.penwell@k12.wv.us,www.jamesrumsey.com/,Kate Penwell
Mercer County Technical Education Center,WV,Princeton,HVAC,—,https://mercercountyschools.sites.thrillshare.com/o/mctec,General Phone
Mercer County Technical Education Center,WV,Princeton,Welding,—,https://mercercountyschools.sites.thrillshare.com/o/mctec,General Phone
Academy of Careers and Technology,WV,Beckley,HVAC,—,www.wvact.net/,General Phone
Academy of Careers and Technology,WV,Beckley,Welding,—,www.wvact.net/,General Phone
Academy of Careers and Technology,WV,Beckley,Plumbing & Pipefitting,—,www.wvact.net/,General Phone
Southern West Virginia Community and Technical College,WV,Logan,Welding,corley.dennison@southernwv.edu,https://www.southernwv.edu/,Dr. Corley Dennison
Fred W Eberle Technical Center,WV,Buckhannon,Diesel & Automotive Tech,—,fetc.edu/,Rebecca Bowers-Call
Fred W Eberle Technical Center,WV,Buckhannon,Woodworking & Carpentry,—,fetc.edu/,Rebecca Bowers-Call
Fred W Eberle Technical Center,WV,Buckhannon,HVAC,—,fetc.edu/,Rebecca Bowers-Call
Fred W Eberle Technical Center,WV,Buckhannon,Welding,—,fetc.edu/,Rebecca Bowers-Call
West Virginia Northern Community College,WV,Wheeling,Welding,web_services@mail.wvu.edu,www.wvncc.edu/,General Contact
West Virginia Northern Community College,WV,Wheeling,HVAC,web_services@mail.wvu.edu,www.wvncc.edu/,General Contact
West Virginia Northern Community College,WV,Wheeling,Electronics,web_services@mail.wvu.edu,www.wvncc.edu/,General Contact
West Virginia Northern Community College,WV,Wheeling,Machine & Mechanical Systems,web_services@mail.wvu.edu,www.wvncc.edu/,General Contact
Wheeling University,WV,Wheeling,Construction,—,www.wheeling.edu/,General Phone
Wood County Technical Center-Practical Nursing,WV,Parkersburg,Woodworking & Carpentry,jehughes@k12.wv.us,https://www.woodcountyschoolswv.com/o/wctc/page/practical-nursing,Jason Hughes
Wood County Technical Center-Practical Nursing,WV,Parkersburg,Diesel & Automotive Tech,jehughes@k12.wv.us,https://www.woodcountyschoolswv.com/o/wctc/page/practical-nursing,Jason Hughes
Wood County Technical Center-Practical Nursing,WV,Parkersburg,CAD/CAM Drafting,jehughes@k12.wv.us,https://www.woodcountyschoolswv.com/o/wctc/page/practical-nursing,Jason Hughes
Wood County Technical Center-Practical Nursing,WV,Parkersburg,Welding,jehughes@k12.wv.us,https://www.woodcountyschoolswv.com/o/wctc/page/practical-nursing,Jason Hughes
Madison Area Technical College,WI,Madison,Diesel & Automotive Tech,jberne@madisoncollege.edu,madisoncollege.edu/,Jennifer Berne
Madison Area Technical College,WI,Madison,Machine & Mechanical Systems,jberne@madisoncollege.edu,madisoncollege.edu/,Jennifer Berne
Madison Area Technical College,WI,Madison,Woodworking & Carpentry,jberne@madisoncollege.edu,madisoncollege.edu/,Jennifer Berne
Madison Area Technical College,WI,Madison,Construction,jberne@madisoncollege.edu,madisoncollege.edu/,Jennifer Berne
Madison Area Technical College,WI,Madison,Plumbing & Pipefitting,jberne@madisoncollege.edu,madisoncollege.edu/,Jennifer Berne
Madison Area Technical College,WI,Madison,Welding,jberne@madisoncollege.edu,madisoncollege.edu/,Jennifer Berne
Blackhawk Technical College,WI,Janesville,HVAC,tpierner@blackhawk.edu,www.blackhawk.edu/,Tracy Pierner
Blackhawk Technical College,WI,Janesville,Diesel & Automotive Tech,tpierner@blackhawk.edu,www.blackhawk.edu/,Tracy Pierner
Blackhawk Technical College,WI,Janesville,Machine & Mechanical Systems,tpierner@blackhawk.edu,www.blackhawk.edu/,Tracy Pierner
Blackhawk Technical College,WI,Janesville,Welding,tpierner@blackhawk.edu,www.blackhawk.edu/,Tracy Pierner
Lakeshore Technical College,WI,Cleveland,Diesel & Automotive Tech,paul.carlsen@lakeshore.edu,gotoltc.edu/,Paul Carlsen
Mid-State Technical College,WI,Wisconsin Rapids,Diesel & Automotive Tech,—,https://www.mstc.edu/,General Phone
Nicolet Area Technical College,WI,Rhinelander,Welding,—,https://www.nicoletcollege.edu/,Kate Ferrel
Northcentral Technical College,WI,Wausau,Woodworking & Carpentry,—,www.ntc.edu/,General Inquiry
Northcentral Technical College,WI,Wausau,Welding,—,www.ntc.edu/,General Inquiry
Northeast Wisconsin Technical College,WI,Green Bay,Welding,—,https://www.nwtc.edu/,Kristen Raney
Northeast Wisconsin Technical College,WI,Green Bay,Machine & Mechanical Systems,—,https://www.nwtc.edu/,Kristen Raney
Chippewa Valley Technical College,WI,Eau Claire,HVAC,lsullivan9@cvtc.edu,www.cvtc.edu/,Lauren Sullivan
Waukesha County Technical College,WI,Pewaukee,Construction,advising@wctc.edu,https://www.wctc.edu/,General Info
Waukesha County Technical College,WI,Pewaukee,Machine & Mechanical Systems,advising@wctc.edu,https://www.wctc.edu/,General Info
Waukesha County Technical College,WI,Pewaukee,Diesel & Automotive Tech,advising@wctc.edu,https://www.wctc.edu/,General Info
Casper College,WY,Casper,Diesel & Automotive Tech,brandon.kosine@caspercollege.edu,https://www.caspercollege.edu/,Brandon Kosine
Casper College,WY,Casper,Construction,brandon.kosine@caspercollege.edu,https://www.caspercollege.edu/,Brandon Kosine
Casper College,WY,Casper,Electronics,brandon.kosine@caspercollege.edu,https://www.caspercollege.edu/,Brandon Kosine
Casper College,WY,Casper,Machine & Mechanical Systems,brandon.kosine@caspercollege.edu,https://www.caspercollege.edu/,Brandon Kosine
Casper College,WY,Casper,Welding,brandon.kosine@caspercollege.edu,https://www.caspercollege.edu/,Brandon Kosine
Eastern Wyoming College,WY,Torrington,Welding,jhawes@ewc.wy.edu,https://ewc.wy.edu/,Jeffry Hawes
Laramie County Community College,WY,Cheyenne,Machine & Mechanical Systems,jschaffer@lccc.wy.edu,https://www.lccc.wy.edu/,Joe Schaffer
Northwest College,WY,Powell,Welding,Lisa.Watson@nwc.edu,www.nwc.edu/,Lisa Watson
Northern Wyoming Community College District,WY,Sheridan,Woodworking & Carpentry,—,https://www.sheridan.edu/,Walter Tribley
Northern Wyoming Community College District,WY,Sheridan,Construction,—,https://www.sheridan.edu/,Walter Tribley
Northern Wyoming Community College District,WY,Sheridan,Diesel & Automotive Tech,—,https://www.sheridan.edu/,Walter Tribley
Northern Wyoming Community College District,WY,Sheridan,HVAC,—,https://www.sheridan.edu/,Walter Tribley
Northern Wyoming Community College District,WY,Sheridan,Plumbing & Pipefitting,—,https://www.sheridan.edu/,Walter Tribley
Northern Wyoming Community College District,WY,Sheridan,Welding,—,https://www.sheridan.edu/,Walter Tribley
Northern Wyoming Community College District,WY,Sheridan,Electronics,—,https://www.sheridan.edu/,Walter Tribley
Western Wyoming Community College,WY,Rock Springs,Diesel & Automotive Tech,kyoung@westernwyoming.edu,https://www.westernwyoming.edu/,Kirk Young
Western Wyoming Community College,WY,Rock Springs,Welding,kyoung@westernwyoming.edu,https://www.westernwyoming.edu/,Kirk Young
WyoTech,WY,Laramie,Diesel & Automotive Tech,—,https://www.wyotech.edu/,General Phone
WyoTech,WY,Laramie,Welding,—,https://www.wyotech.edu/,General Phone
Palau Community College,PW,Koror,Diesel & Automotive Tech,—,palau.edu/,General Phone
Palau Community College,PW,Koror,Construction,—,palau.edu/,General Phone
Palau Community College,PW,Koror,Electronics,—,palau.edu/,General Phone
Georgia Piedmont Technical College,GA,Clarkston,Machine & Mechanical Systems,byrdsongm@gptc.edu,www.gptc.edu/,Tavarez Holston
Georgia Piedmont Technical College,GA,Clarkston,Construction,byrdsongm@gptc.edu,www.gptc.edu/,Tavarez Holston
Georgia Piedmont Technical College,GA,Clarkston,Electronics,byrdsongm@gptc.edu,www.gptc.edu/,Tavarez Holston
Georgia Piedmont Technical College,GA,Clarkston,Welding,byrdsongm@gptc.edu,www.gptc.edu/,Tavarez Holston
Georgia Piedmont Technical College,GA,Clarkston,HVAC,byrdsongm@gptc.edu,www.gptc.edu/,Tavarez Holston
ETI School of Skilled Trades,IL,Willowbrook,HVAC,—,www.eticampus.edu/,General Phone
ETI School of Skilled Trades,IL,Willowbrook,Welding,—,www.eticampus.edu/,General Phone
Miller-Motte College-Tulsa,OK,Tulsa,HVAC,admissions.tulsa@miller-motte.edu,https://www.miller-motte.edu/,General Info
Francis Tuttle Technology Center,OK,Oklahoma City,HVAC,Kathy.Reeser@francistuttle.edu,www.francistuttle.edu/,Kathy Reeser
Central Technology Center,OK,Drumright,Welding,—,www.centraltech.edu/,General Phone
Central Technology Center,OK,Drumright,Diesel & Automotive Tech,—,www.centraltech.edu/,General Phone
Athens Technical College,GA,Athens,Diesel & Automotive Tech,rallen@athenstech.edu,www.athenstech.edu/,Rebecca Allen
Athens Technical College,GA,Athens,Welding,rallen@athenstech.edu,www.athenstech.edu/,Rebecca Allen
GateWay Community College-Central City,AZ,Phoenix,Welding,—,www.gatewaycc.edu/about-gateway/central-city-campus,General Phone
Owensboro Community and Technical College,KY,Owensboro,HVAC,scott.williams@kctcs.edu,https://owensboro.kctcs.edu/,Scott Williams
Owensboro Community and Technical College,KY,Owensboro,Diesel & Automotive Tech,scott.williams@kctcs.edu,https://owensboro.kctcs.edu/,Scott Williams
Owensboro Community and Technical College,KY,Owensboro,Machine & Mechanical Systems,scott.williams@kctcs.edu,https://owensboro.kctcs.edu/,Scott Williams
Owensboro Community and Technical College,KY,Owensboro,Electronics,scott.williams@kctcs.edu,https://owensboro.kctcs.edu/,Scott Williams
Owensboro Community and Technical College,KY,Owensboro,Welding,scott.williams@kctcs.edu,https://owensboro.kctcs.edu/,Scott Williams
Moore Norman Technology Center,OK,Norman,Woodworking & Carpentry,brian.ruttman@mntc.edu,https://www.mntc.edu/,Brian Ruttman
Moore Norman Technology Center,OK,Norman,Electronics,brian.ruttman@mntc.edu,https://www.mntc.edu/,Brian Ruttman
Moore Norman Technology Center,OK,Norman,HVAC,brian.ruttman@mntc.edu,https://www.mntc.edu/,Brian Ruttman
Moore Norman Technology Center,OK,Norman,Welding,brian.ruttman@mntc.edu,https://www.mntc.edu/,Brian Ruttman
Franklin County Career and Technology Center,PA,Chambersburg,Construction,info@franklinctc.com,www.franklincountylpn.org/,General Info
Franklin County Career and Technology Center,PA,Chambersburg,Machine & Mechanical Systems,info@franklinctc.com,www.franklincountylpn.org/,General Info
Franklin County Career and Technology Center,PA,Chambersburg,Diesel & Automotive Tech,info@franklinctc.com,www.franklincountylpn.org/,General Info
Red River Technology Center,OK,Duncan,HVAC,—,www.rrtc.edu/,Brook Holding
Red River Technology Center,OK,Duncan,Welding,—,www.rrtc.edu/,Brook Holding
Southern Union State Community College,AL,Wadley,HVAC,tshackett@suscc.edu,www.suscc.edu/,Todd Shackett
Southern Union State Community College,AL,Wadley,Machine & Mechanical Systems,tshackett@suscc.edu,www.suscc.edu/,Todd Shackett
Clinton Technical School,MO,Clinton,Diesel & Automotive Tech,dbrungardt@clintoncardinals.org,clintoncardinals.org/,Dan Brungardt
Clinton Technical School,MO,Clinton,Machine & Mechanical Systems,dbrungardt@clintoncardinals.org,clintoncardinals.org/,Dan Brungardt
Clinton Technical School,MO,Clinton,Welding,dbrungardt@clintoncardinals.org,clintoncardinals.org/,Dan Brungardt
Greene County Career and Technology Center,PA,Waynesburg,Welding,—,www.greenectc.org/,Mark Krupa
Greene County Career and Technology Center,PA,Waynesburg,Diesel & Automotive Tech,—,www.greenectc.org/,Mark Krupa
Pike-Lincoln Technical Center,MO,Eolia,Diesel & Automotive Tech,spoonsterb@pltc.edu,pltc.edu/,Bobby Spoonster
Pike-Lincoln Technical Center,MO,Eolia,Welding,spoonsterb@pltc.edu,pltc.edu/,Bobby Spoonster
San Joaquin Valley College-Fresno Trades Education,CA,Fresno,HVAC,—,www.sjvc.edu/,General Phone
Metro Technology Centers,OK,Oklahoma City,Diesel & Automotive Tech,—,https://www.metrotech.edu/,General Phone
Metro Technology Centers,OK,Oklahoma City,HVAC,—,https://www.metrotech.edu/,General Phone
Metro Technology Centers,OK,Oklahoma City,Welding,—,https://www.metrotech.edu/,General Phone
Luna Community College,NM,Las Vegas,Diesel & Automotive Tech,clinder@luna.edu,www.luna.edu/,Carol Linder
Luna Community College,NM,Las Vegas,Welding,clinder@luna.edu,www.luna.edu/,Carol Linder
Great Plains Technology Center,OK,Lawton,Diesel & Automotive Tech,cwillrich@greatplains.edu,www.greatplains.edu/,Cassandra Willrich
Great Plains Technology Center,OK,Lawton,Welding,cwillrich@greatplains.edu,www.greatplains.edu/,Cassandra Willrich
Great Plains Technology Center,OK,Lawton,HVAC,cwillrich@greatplains.edu,www.greatplains.edu/,Cassandra Willrich
Pioneer Technology Center,OK,Ponca City,Diesel & Automotive Tech,—,pioneertech.edu/,Traci Thorpe
Pioneer Technology Center,OK,Ponca City,Construction,—,pioneertech.edu/,Traci Thorpe
Pioneer Technology Center,OK,Ponca City,Machine & Mechanical Systems,—,pioneertech.edu/,Traci Thorpe
Pioneer Technology Center,OK,Ponca City,Welding,—,pioneertech.edu/,Traci Thorpe
Portage Lakes Career Center,OH,Uniontown,Electronics,ltripney@plcc.edu,www.plcc.edu/,Lisa Tripney
Portage Lakes Career Center,OH,Uniontown,Diesel & Automotive Tech,ltripney@plcc.edu,www.plcc.edu/,Lisa Tripney
Portage Lakes Career Center,OH,Uniontown,Welding,ltripney@plcc.edu,www.plcc.edu/,Lisa Tripney
Portage Lakes Career Center,OH,Uniontown,HVAC,ltripney@plcc.edu,www.plcc.edu/,Lisa Tripney
Caddo Kiowa Technology Center,OK,Fort Cobb,HVAC,jnunn@cktc.edu,cktc.edu/,Jennie Nunn
Caddo Kiowa Technology Center,OK,Fort Cobb,Welding,jnunn@cktc.edu,cktc.edu/,Jennie Nunn
Caddo Kiowa Technology Center,OK,Fort Cobb,Construction,jnunn@cktc.edu,cktc.edu/,Jennie Nunn
Caddo Kiowa Technology Center,OK,Fort Cobb,Diesel & Automotive Tech,jnunn@cktc.edu,cktc.edu/,Jennie Nunn
"Center for Instruction, Technology & Innovation",NY,Mexico,Welding,—,https://www.citiboces.org/domain/14,John Shelmidine 
Southern Oklahoma Technology Center,OK,Ardmore,Welding,—,https://www.sotech.edu/,General Phone
Southern Oklahoma Technology Center,OK,Ardmore,HVAC,—,https://www.sotech.edu/,General Phone
Southern Oklahoma Technology Center,OK,Ardmore,Diesel & Automotive Tech,—,https://www.sotech.edu/,General Phone
Canadian Valley Technology Center,OK,El Reno,HVAC,info@cvtech.edu,www.cvtech.edu/,General Info
Canadian Valley Technology Center,OK,El Reno,Machine & Mechanical Systems,info@cvtech.edu,www.cvtech.edu/,General Info
Canadian Valley Technology Center,OK,El Reno,Welding,info@cvtech.edu,www.cvtech.edu/,General Info
Canadian Valley Technology Center,OK,El Reno,CAD/CAM Drafting,info@cvtech.edu,www.cvtech.edu/,General Info
Canadian Valley Technology Center,OK,El Reno,Construction,info@cvtech.edu,www.cvtech.edu/,General Info
Canadian Valley Technology Center,OK,El Reno,Plumbing & Pipefitting,info@cvtech.edu,www.cvtech.edu/,General Info
Canadian Valley Technology Center,OK,El Reno,Diesel & Automotive Tech,info@cvtech.edu,www.cvtech.edu/,General Info
Meridian Technology Center,OK,Stillwater,Machine & Mechanical Systems,dougm@meridiantech.edu,https://www.meridiantech.edu/,Douglas Major
